statement,label,extracted_statement_ids,extracted_statement_texts
(20 / 10) * 14 = 32,False,"[128000, 128011, 7, 508, 611, 220, 605, 8, 353, 220, 975, 284, 220, 843, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(20 / 10) * 14 = 32<｜Assistant｜><think>
"
(48 * 14) / 48 = 19,False,"[128000, 128011, 7, 2166, 353, 220, 975, 8, 611, 220, 2166, 284, 220, 777, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(48 * 14) / 48 = 19<｜Assistant｜><think>
"
(29 * 29) + 37 = 878,True,"[128000, 128011, 7, 1682, 353, 220, 1682, 8, 489, 220, 1806, 284, 220, 25890, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(29 * 29) + 37 = 878<｜Assistant｜><think>
"
(33 - 21) - 47 = -37,False,"[128000, 128011, 7, 1644, 482, 220, 1691, 8, 482, 220, 2618, 284, 482, 1806, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(33 - 21) - 47 = -37<｜Assistant｜><think>
"
(11 + 39) * 33 = 1650,True,"[128000, 128011, 7, 806, 489, 220, 2137, 8, 353, 220, 1644, 284, 220, 10680, 15, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(11 + 39) * 33 = 1650<｜Assistant｜><think>
"
(13 * 6) - 37 = 41,True,"[128000, 128011, 7, 1032, 353, 220, 21, 8, 482, 220, 1806, 284, 220, 3174, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(13 * 6) - 37 = 41<｜Assistant｜><think>
"
(3 - 19) * 18 = -287,False,"[128000, 128011, 7, 18, 482, 220, 777, 8, 353, 220, 972, 284, 482, 17897, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(3 - 19) * 18 = -287<｜Assistant｜><think>
"
(48 * 22) * 30 = 31683,False,"[128000, 128011, 7, 2166, 353, 220, 1313, 8, 353, 220, 966, 284, 220, 15340, 6069, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(48 * 22) * 30 = 31683<｜Assistant｜><think>
"
(27 * 41) + 11 = 1118,True,"[128000, 128011, 7, 1544, 353, 220, 3174, 8, 489, 220, 806, 284, 220, 5037, 23, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(27 * 41) + 11 = 1118<｜Assistant｜><think>
"
(45 + 42) - 9 = 78,True,"[128000, 128011, 7, 1774, 489, 220, 2983, 8, 482, 220, 24, 284, 220, 2495, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(45 + 42) - 9 = 78<｜Assistant｜><think>
"
(34 * 12) + 38 = 446,True,"[128000, 128011, 7, 1958, 353, 220, 717, 8, 489, 220, 1987, 284, 220, 20385, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(34 * 12) + 38 = 446<｜Assistant｜><think>
"
(4 + 7) + 49 = 60,True,"[128000, 128011, 7, 19, 489, 220, 22, 8, 489, 220, 2491, 284, 220, 1399, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(4 + 7) + 49 = 60<｜Assistant｜><think>
"
(16 * 23) * 28 = 10302,False,"[128000, 128011, 7, 845, 353, 220, 1419, 8, 353, 220, 1591, 284, 220, 6889, 2437, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(16 * 23) * 28 = 10302<｜Assistant｜><think>
"
(48 - 36) + 27 = 35,False,"[128000, 128011, 7, 2166, 482, 220, 1927, 8, 489, 220, 1544, 284, 220, 1758, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(48 - 36) + 27 = 35<｜Assistant｜><think>
"
(24 * 38) * 12 = 10944,True,"[128000, 128011, 7, 1187, 353, 220, 1987, 8, 353, 220, 717, 284, 220, 7743, 2096, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(24 * 38) * 12 = 10944<｜Assistant｜><think>
"
(47 + 5) - 7 = 45,True,"[128000, 128011, 7, 2618, 489, 220, 20, 8, 482, 220, 22, 284, 220, 1774, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(47 + 5) - 7 = 45<｜Assistant｜><think>
"
(29 + 13) - 38 = 3,False,"[128000, 128011, 7, 1682, 489, 220, 1032, 8, 482, 220, 1987, 284, 220, 18, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(29 + 13) - 38 = 3<｜Assistant｜><think>
"
(44 * 2) + 3 = 91,True,"[128000, 128011, 7, 2096, 353, 220, 17, 8, 489, 220, 18, 284, 220, 5925, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(44 * 2) + 3 = 91<｜Assistant｜><think>
"
(39 + 22) + 5 = 71,False,"[128000, 128011, 7, 2137, 489, 220, 1313, 8, 489, 220, 20, 284, 220, 6028, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(39 + 22) + 5 = 71<｜Assistant｜><think>
"
(2 + 34) * 24 = 864,True,"[128000, 128011, 7, 17, 489, 220, 1958, 8, 353, 220, 1187, 284, 220, 19355, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(2 + 34) * 24 = 864<｜Assistant｜><think>
"
(13 - 40) - 3 = -31,False,"[128000, 128011, 7, 1032, 482, 220, 1272, 8, 482, 220, 18, 284, 482, 2148, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(13 - 40) - 3 = -31<｜Assistant｜><think>
"
(22 * 27) + 9 = 603,True,"[128000, 128011, 7, 1313, 353, 220, 1544, 8, 489, 220, 24, 284, 220, 21006, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(22 * 27) + 9 = 603<｜Assistant｜><think>
"
(33 + 44) - 49 = 27,False,"[128000, 128011, 7, 1644, 489, 220, 2096, 8, 482, 220, 2491, 284, 220, 1544, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(33 + 44) - 49 = 27<｜Assistant｜><think>
"
(28 * 37) + 24 = 1060,True,"[128000, 128011, 7, 1591, 353, 220, 1806, 8, 489, 220, 1187, 284, 220, 7461, 15, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(28 * 37) + 24 = 1060<｜Assistant｜><think>
"
(48 + 25) - 37 = 36,True,"[128000, 128011, 7, 2166, 489, 220, 914, 8, 482, 220, 1806, 284, 220, 1927, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(48 + 25) - 37 = 36<｜Assistant｜><think>
"
(18 - 24) * 31 = -189,False,"[128000, 128011, 7, 972, 482, 220, 1187, 8, 353, 220, 2148, 284, 482, 9378, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(18 - 24) * 31 = -189<｜Assistant｜><think>
"
(15 - 26) - 10 = -17,False,"[128000, 128011, 7, 868, 482, 220, 1627, 8, 482, 220, 605, 284, 482, 1114, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(15 - 26) - 10 = -17<｜Assistant｜><think>
"
(20 - 46) - 4 = -26,False,"[128000, 128011, 7, 508, 482, 220, 2790, 8, 482, 220, 19, 284, 482, 1627, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(20 - 46) - 4 = -26<｜Assistant｜><think>
"
(48 / 24) + 50 = 56,False,"[128000, 128011, 7, 2166, 611, 220, 1187, 8, 489, 220, 1135, 284, 220, 3487, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(48 / 24) + 50 = 56<｜Assistant｜><think>
"
(22 * 24) - 26 = 506,False,"[128000, 128011, 7, 1313, 353, 220, 1187, 8, 482, 220, 1627, 284, 220, 19673, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(22 * 24) - 26 = 506<｜Assistant｜><think>
"
(18 * 27) * 7 = 3405,False,"[128000, 128011, 7, 972, 353, 220, 1544, 8, 353, 220, 22, 284, 220, 13679, 20, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(18 * 27) * 7 = 3405<｜Assistant｜><think>
"
(23 + 48) - 32 = 34,False,"[128000, 128011, 7, 1419, 489, 220, 2166, 8, 482, 220, 843, 284, 220, 1958, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(23 + 48) - 32 = 34<｜Assistant｜><think>
"
(50 + 9) - 44 = 15,True,"[128000, 128011, 7, 1135, 489, 220, 24, 8, 482, 220, 2096, 284, 220, 868, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(50 + 9) - 44 = 15<｜Assistant｜><think>
"
(23 * 32) / 8 = 92,True,"[128000, 128011, 7, 1419, 353, 220, 843, 8, 611, 220, 23, 284, 220, 6083, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(23 * 32) / 8 = 92<｜Assistant｜><think>
"
(38 * 17) / 19 = 34,True,"[128000, 128011, 7, 1987, 353, 220, 1114, 8, 611, 220, 777, 284, 220, 1958, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(38 * 17) / 19 = 34<｜Assistant｜><think>
"
(49 * 19) - 27 = 905,False,"[128000, 128011, 7, 2491, 353, 220, 777, 8, 482, 220, 1544, 284, 220, 22393, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(49 * 19) - 27 = 905<｜Assistant｜><think>
"
(41 * 11) * 22 = 9922,True,"[128000, 128011, 7, 3174, 353, 220, 806, 8, 353, 220, 1313, 284, 220, 22992, 17, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(41 * 11) * 22 = 9922<｜Assistant｜><think>
"
(25 + 16) - 44 = -2,False,"[128000, 128011, 7, 914, 489, 220, 845, 8, 482, 220, 2096, 284, 482, 17, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(25 + 16) - 44 = -2<｜Assistant｜><think>
"
(11 * 41) - 25 = 423,False,"[128000, 128011, 7, 806, 353, 220, 3174, 8, 482, 220, 914, 284, 220, 19711, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(11 * 41) - 25 = 423<｜Assistant｜><think>
"
(22 - 46) - 50 = -74,True,"[128000, 128011, 7, 1313, 482, 220, 2790, 8, 482, 220, 1135, 284, 482, 5728, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(22 - 46) - 50 = -74<｜Assistant｜><think>
"
(2 * 20) - 45 = -10,False,"[128000, 128011, 7, 17, 353, 220, 508, 8, 482, 220, 1774, 284, 482, 605, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(2 * 20) - 45 = -10<｜Assistant｜><think>
"
(48 + 2) + 17 = 72,False,"[128000, 128011, 7, 2166, 489, 220, 17, 8, 489, 220, 1114, 284, 220, 5332, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(48 + 2) + 17 = 72<｜Assistant｜><think>
"
(11 + 22) * 36 = 1189,False,"[128000, 128011, 7, 806, 489, 220, 1313, 8, 353, 220, 1927, 284, 220, 8899, 24, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(11 + 22) * 36 = 1189<｜Assistant｜><think>
"
(48 + 25) - 41 = 29,False,"[128000, 128011, 7, 2166, 489, 220, 914, 8, 482, 220, 3174, 284, 220, 1682, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(48 + 25) - 41 = 29<｜Assistant｜><think>
"
(19 - 35) - 41 = -58,False,"[128000, 128011, 7, 777, 482, 220, 1758, 8, 482, 220, 3174, 284, 482, 2970, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(19 - 35) - 41 = -58<｜Assistant｜><think>
"
(19 - 1) + 33 = 51,True,"[128000, 128011, 7, 777, 482, 220, 16, 8, 489, 220, 1644, 284, 220, 3971, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(19 - 1) + 33 = 51<｜Assistant｜><think>
"
(1 - 32) - 40 = -71,True,"[128000, 128011, 7, 16, 482, 220, 843, 8, 482, 220, 1272, 284, 482, 6028, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(1 - 32) - 40 = -71<｜Assistant｜><think>
"
(37 + 12) - 36 = 11,False,"[128000, 128011, 7, 1806, 489, 220, 717, 8, 482, 220, 1927, 284, 220, 806, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(37 + 12) - 36 = 11<｜Assistant｜><think>
"
(3 + 23) + 38 = 67,False,"[128000, 128011, 7, 18, 489, 220, 1419, 8, 489, 220, 1987, 284, 220, 3080, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(3 + 23) + 38 = 67<｜Assistant｜><think>
"
(49 + 2) + 6 = 60,False,"[128000, 128011, 7, 2491, 489, 220, 17, 8, 489, 220, 21, 284, 220, 1399, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(49 + 2) + 6 = 60<｜Assistant｜><think>
"
(14 / 14) + 40 = 36,False,"[128000, 128011, 7, 975, 611, 220, 975, 8, 489, 220, 1272, 284, 220, 1927, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(14 / 14) + 40 = 36<｜Assistant｜><think>
"
(22 + 39) - 25 = 39,False,"[128000, 128011, 7, 1313, 489, 220, 2137, 8, 482, 220, 914, 284, 220, 2137, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(22 + 39) - 25 = 39<｜Assistant｜><think>
"
(44 + 14) * 2 = 117,False,"[128000, 128011, 7, 2096, 489, 220, 975, 8, 353, 220, 17, 284, 220, 8546, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(44 + 14) * 2 = 117<｜Assistant｜><think>
"
(27 * 41) + 11 = 1121,False,"[128000, 128011, 7, 1544, 353, 220, 3174, 8, 489, 220, 806, 284, 220, 7261, 16, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(27 * 41) + 11 = 1121<｜Assistant｜><think>
"
(44 + 4) - 39 = 9,True,"[128000, 128011, 7, 2096, 489, 220, 19, 8, 482, 220, 2137, 284, 220, 24, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(44 + 4) - 39 = 9<｜Assistant｜><think>
"
(37 + 31) - 48 = 20,True,"[128000, 128011, 7, 1806, 489, 220, 2148, 8, 482, 220, 2166, 284, 220, 508, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(37 + 31) - 48 = 20<｜Assistant｜><think>
"
(34 + 22) - 27 = 29,True,"[128000, 128011, 7, 1958, 489, 220, 1313, 8, 482, 220, 1544, 284, 220, 1682, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(34 + 22) - 27 = 29<｜Assistant｜><think>
"
(6 - 41) - 17 = -52,True,"[128000, 128011, 7, 21, 482, 220, 3174, 8, 482, 220, 1114, 284, 482, 4103, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(6 - 41) - 17 = -52<｜Assistant｜><think>
"
(48 - 27) * 42 = 882,True,"[128000, 128011, 7, 2166, 482, 220, 1544, 8, 353, 220, 2983, 284, 220, 23213, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(48 - 27) * 42 = 882<｜Assistant｜><think>
"
(34 - 24) * 45 = 450,True,"[128000, 128011, 7, 1958, 482, 220, 1187, 8, 353, 220, 1774, 284, 220, 10617, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(34 - 24) * 45 = 450<｜Assistant｜><think>
"
(38 - 32) - 11 = -5,True,"[128000, 128011, 7, 1987, 482, 220, 843, 8, 482, 220, 806, 284, 482, 20, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(38 - 32) - 11 = -5<｜Assistant｜><think>
"
(41 + 47) * 1 = 88,True,"[128000, 128011, 7, 3174, 489, 220, 2618, 8, 353, 220, 16, 284, 220, 2421, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(41 + 47) * 1 = 88<｜Assistant｜><think>
"
(42 + 14) + 28 = 89,False,"[128000, 128011, 7, 2983, 489, 220, 975, 8, 489, 220, 1591, 284, 220, 4578, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(42 + 14) + 28 = 89<｜Assistant｜><think>
"
(2 * 15) + 27 = 52,False,"[128000, 128011, 7, 17, 353, 220, 868, 8, 489, 220, 1544, 284, 220, 4103, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(2 * 15) + 27 = 52<｜Assistant｜><think>
"
(3 - 10) + 27 = 20,True,"[128000, 128011, 7, 18, 482, 220, 605, 8, 489, 220, 1544, 284, 220, 508, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(3 - 10) + 27 = 20<｜Assistant｜><think>
"
(19 + 40) * 44 = 2595,False,"[128000, 128011, 7, 777, 489, 220, 1272, 8, 353, 220, 2096, 284, 220, 15537, 20, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(19 + 40) * 44 = 2595<｜Assistant｜><think>
"
(24 + 1) * 15 = 375,True,"[128000, 128011, 7, 1187, 489, 220, 16, 8, 353, 220, 868, 284, 220, 12935, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(24 + 1) * 15 = 375<｜Assistant｜><think>
"
(8 * 50) * 48 = 19202,False,"[128000, 128011, 7, 23, 353, 220, 1135, 8, 353, 220, 2166, 284, 220, 5926, 2437, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(8 * 50) * 48 = 19202<｜Assistant｜><think>
"
(41 + 30) - 14 = 57,True,"[128000, 128011, 7, 3174, 489, 220, 966, 8, 482, 220, 975, 284, 220, 3226, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(41 + 30) - 14 = 57<｜Assistant｜><think>
"
(30 - 47) - 40 = -57,True,"[128000, 128011, 7, 966, 482, 220, 2618, 8, 482, 220, 1272, 284, 482, 3226, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(30 - 47) - 40 = -57<｜Assistant｜><think>
"
(21 - 6) + 40 = 54,False,"[128000, 128011, 7, 1691, 482, 220, 21, 8, 489, 220, 1272, 284, 220, 4370, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(21 - 6) + 40 = 54<｜Assistant｜><think>
"
(41 - 40) + 24 = 25,True,"[128000, 128011, 7, 3174, 482, 220, 1272, 8, 489, 220, 1187, 284, 220, 914, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(41 - 40) + 24 = 25<｜Assistant｜><think>
"
(32 + 34) + 29 = 95,True,"[128000, 128011, 7, 843, 489, 220, 1958, 8, 489, 220, 1682, 284, 220, 2721, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(32 + 34) + 29 = 95<｜Assistant｜><think>
"
(23 + 2) - 13 = 12,True,"[128000, 128011, 7, 1419, 489, 220, 17, 8, 482, 220, 1032, 284, 220, 717, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(23 + 2) - 13 = 12<｜Assistant｜><think>
"
(38 + 5) + 43 = 89,False,"[128000, 128011, 7, 1987, 489, 220, 20, 8, 489, 220, 3391, 284, 220, 4578, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(38 + 5) + 43 = 89<｜Assistant｜><think>
"
(28 * 1) + 23 = 55,False,"[128000, 128011, 7, 1591, 353, 220, 16, 8, 489, 220, 1419, 284, 220, 2131, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(28 * 1) + 23 = 55<｜Assistant｜><think>
"
(24 * 9) + 49 = 265,True,"[128000, 128011, 7, 1187, 353, 220, 24, 8, 489, 220, 2491, 284, 220, 14374, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(24 * 9) + 49 = 265<｜Assistant｜><think>
"
(34 * 29) + 47 = 1033,True,"[128000, 128011, 7, 1958, 353, 220, 1682, 8, 489, 220, 2618, 284, 220, 6889, 18, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(34 * 29) + 47 = 1033<｜Assistant｜><think>
"
(42 + 30) + 39 = 113,False,"[128000, 128011, 7, 2983, 489, 220, 966, 8, 489, 220, 2137, 284, 220, 8190, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(42 + 30) + 39 = 113<｜Assistant｜><think>
"
(8 + 48) * 49 = 2745,False,"[128000, 128011, 7, 23, 489, 220, 2166, 8, 353, 220, 2491, 284, 220, 16590, 20, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(8 + 48) * 49 = 2745<｜Assistant｜><think>
"
(31 - 9) - 12 = 5,False,"[128000, 128011, 7, 2148, 482, 220, 24, 8, 482, 220, 717, 284, 220, 20, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(31 - 9) - 12 = 5<｜Assistant｜><think>
"
(38 * 44) * 6 = 10032,True,"[128000, 128011, 7, 1987, 353, 220, 2096, 8, 353, 220, 21, 284, 220, 1041, 843, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(38 * 44) * 6 = 10032<｜Assistant｜><think>
"
(14 * 2) - 40 = -12,True,"[128000, 128011, 7, 975, 353, 220, 17, 8, 482, 220, 1272, 284, 482, 717, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(14 * 2) - 40 = -12<｜Assistant｜><think>
"
(22 + 45) + 16 = 85,False,"[128000, 128011, 7, 1313, 489, 220, 1774, 8, 489, 220, 845, 284, 220, 5313, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(22 + 45) + 16 = 85<｜Assistant｜><think>
"
(27 + 3) + 44 = 74,True,"[128000, 128011, 7, 1544, 489, 220, 18, 8, 489, 220, 2096, 284, 220, 5728, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(27 + 3) + 44 = 74<｜Assistant｜><think>
"
(4 + 7) + 49 = 57,False,"[128000, 128011, 7, 19, 489, 220, 22, 8, 489, 220, 2491, 284, 220, 3226, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(4 + 7) + 49 = 57<｜Assistant｜><think>
"
(32 + 24) * 6 = 336,True,"[128000, 128011, 7, 843, 489, 220, 1187, 8, 353, 220, 21, 284, 220, 17014, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(32 + 24) * 6 = 336<｜Assistant｜><think>
"
(24 - 45) * 41 = -861,True,"[128000, 128011, 7, 1187, 482, 220, 1774, 8, 353, 220, 3174, 284, 482, 24963, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(24 - 45) * 41 = -861<｜Assistant｜><think>
"
(22 * 27) + 9 = 607,False,"[128000, 128011, 7, 1313, 353, 220, 1544, 8, 489, 220, 24, 284, 220, 21996, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(22 * 27) + 9 = 607<｜Assistant｜><think>
"
(32 + 24) * 6 = 338,False,"[128000, 128011, 7, 843, 489, 220, 1187, 8, 353, 220, 21, 284, 220, 18633, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(32 + 24) * 6 = 338<｜Assistant｜><think>
"
(38 + 28) + 6 = 72,True,"[128000, 128011, 7, 1987, 489, 220, 1591, 8, 489, 220, 21, 284, 220, 5332, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(38 + 28) + 6 = 72<｜Assistant｜><think>
"
(22 + 37) + 35 = 94,True,"[128000, 128011, 7, 1313, 489, 220, 1806, 8, 489, 220, 1758, 284, 220, 6281, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(22 + 37) + 35 = 94<｜Assistant｜><think>
"
(11 - 21) - 44 = -57,False,"[128000, 128011, 7, 806, 482, 220, 1691, 8, 482, 220, 2096, 284, 482, 3226, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(11 - 21) - 44 = -57<｜Assistant｜><think>
"
(44 - 50) + 15 = 9,True,"[128000, 128011, 7, 2096, 482, 220, 1135, 8, 489, 220, 868, 284, 220, 24, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(44 - 50) + 15 = 9<｜Assistant｜><think>
"
(48 - 36) + 27 = 39,True,"[128000, 128011, 7, 2166, 482, 220, 1927, 8, 489, 220, 1544, 284, 220, 2137, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(48 - 36) + 27 = 39<｜Assistant｜><think>
"
(20 / 10) * 14 = 28,True,"[128000, 128011, 7, 508, 611, 220, 605, 8, 353, 220, 975, 284, 220, 1591, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(20 / 10) * 14 = 28<｜Assistant｜><think>
"
(21 * 35) * 25 = 18375,True,"[128000, 128011, 7, 1691, 353, 220, 1758, 8, 353, 220, 914, 284, 220, 10750, 2075, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(21 * 35) * 25 = 18375<｜Assistant｜><think>
"
(14 + 15) * 12 = 348,True,"[128000, 128011, 7, 975, 489, 220, 868, 8, 353, 220, 717, 284, 220, 19746, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(14 + 15) * 12 = 348<｜Assistant｜><think>
"
(19 * 8) + 24 = 177,False,"[128000, 128011, 7, 777, 353, 220, 23, 8, 489, 220, 1187, 284, 220, 11242, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(19 * 8) + 24 = 177<｜Assistant｜><think>
"
(45 + 34) - 48 = 31,True,"[128000, 128011, 7, 1774, 489, 220, 1958, 8, 482, 220, 2166, 284, 220, 2148, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(45 + 34) - 48 = 31<｜Assistant｜><think>
"
(2 - 3) * 49 = -51,False,"[128000, 128011, 7, 17, 482, 220, 18, 8, 353, 220, 2491, 284, 482, 3971, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(2 - 3) * 49 = -51<｜Assistant｜><think>
"
(37 + 17) + 34 = 88,True,"[128000, 128011, 7, 1806, 489, 220, 1114, 8, 489, 220, 1958, 284, 220, 2421, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(37 + 17) + 34 = 88<｜Assistant｜><think>
"
(15 + 37) + 20 = 76,False,"[128000, 128011, 7, 868, 489, 220, 1806, 8, 489, 220, 508, 284, 220, 4767, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(15 + 37) + 20 = 76<｜Assistant｜><think>
"
(29 + 9) + 40 = 78,True,"[128000, 128011, 7, 1682, 489, 220, 24, 8, 489, 220, 1272, 284, 220, 2495, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(29 + 9) + 40 = 78<｜Assistant｜><think>
"
(18 * 27) * 7 = 3402,True,"[128000, 128011, 7, 972, 353, 220, 1544, 8, 353, 220, 22, 284, 220, 13679, 17, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(18 * 27) * 7 = 3402<｜Assistant｜><think>
"
(34 + 20) - 15 = 39,True,"[128000, 128011, 7, 1958, 489, 220, 508, 8, 482, 220, 868, 284, 220, 2137, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(34 + 20) - 15 = 39<｜Assistant｜><think>
"
(4 + 28) - 11 = 21,True,"[128000, 128011, 7, 19, 489, 220, 1591, 8, 482, 220, 806, 284, 220, 1691, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(4 + 28) - 11 = 21<｜Assistant｜><think>
"
(30 + 43) - 48 = 26,False,"[128000, 128011, 7, 966, 489, 220, 3391, 8, 482, 220, 2166, 284, 220, 1627, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(30 + 43) - 48 = 26<｜Assistant｜><think>
"
