statement,label,extracted_statement_ids,extracted_statement_texts
43 - 44 = -6,False,"[128000, 128011, 3391, 482, 220, 2096, 284, 482, 21, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>43 - 44 = -6<｜Assistant｜><think>
"
20 - 53 = -30,False,"[128000, 128011, 508, 482, 220, 4331, 284, 482, 966, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>20 - 53 = -30<｜Assistant｜><think>
"
25 - 19 = 6,True,"[128000, 128011, 914, 482, 220, 777, 284, 220, 21, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>25 - 19 = 6<｜Assistant｜><think>
"
33 * 46 = 1523,False,"[128000, 128011, 1644, 353, 220, 2790, 284, 220, 9756, 18, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>33 * 46 = 1523<｜Assistant｜><think>
"
89 + 47 = 131,False,"[128000, 128011, 4578, 489, 220, 2618, 284, 220, 9263, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>89 + 47 = 131<｜Assistant｜><think>
"
16 - 55 = -39,True,"[128000, 128011, 845, 482, 220, 2131, 284, 482, 2137, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>16 - 55 = -39<｜Assistant｜><think>
"
38 * 90 = 3421,False,"[128000, 128011, 1987, 353, 220, 1954, 284, 220, 17590, 16, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>38 * 90 = 3421<｜Assistant｜><think>
"
37 + 73 = 110,True,"[128000, 128011, 1806, 489, 220, 5958, 284, 220, 5120, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>37 + 73 = 110<｜Assistant｜><think>
"
12 - 72 = -63,False,"[128000, 128011, 717, 482, 220, 5332, 284, 482, 5495, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>12 - 72 = -63<｜Assistant｜><think>
"
99 - 57 = 43,False,"[128000, 128011, 1484, 482, 220, 3226, 284, 220, 3391, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>99 - 57 = 43<｜Assistant｜><think>
"
76 - 18 = 61,False,"[128000, 128011, 4767, 482, 220, 972, 284, 220, 5547, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>76 - 18 = 61<｜Assistant｜><think>
"
66 - 4 = 62,True,"[128000, 128011, 2287, 482, 220, 19, 284, 220, 5538, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>66 - 4 = 62<｜Assistant｜><think>
"
77 * 45 = 3465,True,"[128000, 128011, 2813, 353, 220, 1774, 284, 220, 18061, 20, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>77 * 45 = 3465<｜Assistant｜><think>
"
16 - 60 = -46,False,"[128000, 128011, 845, 482, 220, 1399, 284, 482, 2790, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>16 - 60 = -46<｜Assistant｜><think>
"
11 - 35 = -24,True,"[128000, 128011, 806, 482, 220, 1758, 284, 482, 1187, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>11 - 35 = -24<｜Assistant｜><think>
"
3 + 11 = 14,True,"[128000, 128011, 18, 489, 220, 806, 284, 220, 975, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>3 + 11 = 14<｜Assistant｜><think>
"
57 + 63 = 120,True,"[128000, 128011, 3226, 489, 220, 5495, 284, 220, 4364, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>57 + 63 = 120<｜Assistant｜><think>
"
2 * 68 = 140,False,"[128000, 128011, 17, 353, 220, 2614, 284, 220, 6860, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>2 * 68 = 140<｜Assistant｜><think>
"
59 - 74 = -19,False,"[128000, 128011, 2946, 482, 220, 5728, 284, 482, 777, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>59 - 74 = -19<｜Assistant｜><think>
"
53 - 77 = -21,False,"[128000, 128011, 4331, 482, 220, 2813, 284, 482, 1691, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>53 - 77 = -21<｜Assistant｜><think>
"
86 * 82 = 7047,False,"[128000, 128011, 4218, 353, 220, 6086, 284, 220, 21949, 22, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>86 * 82 = 7047<｜Assistant｜><think>
"
19 - 58 = -38,False,"[128000, 128011, 777, 482, 220, 2970, 284, 482, 1987, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>19 - 58 = -38<｜Assistant｜><think>
"
25 - 71 = -46,True,"[128000, 128011, 914, 482, 220, 6028, 284, 482, 2790, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>25 - 71 = -46<｜Assistant｜><think>
"
20 - 21 = -1,True,"[128000, 128011, 508, 482, 220, 1691, 284, 482, 16, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>20 - 21 = -1<｜Assistant｜><think>
"
14 - 62 = -53,False,"[128000, 128011, 975, 482, 220, 5538, 284, 482, 4331, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>14 - 62 = -53<｜Assistant｜><think>
"
93 + 20 = 113,True,"[128000, 128011, 6365, 489, 220, 508, 284, 220, 8190, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>93 + 20 = 113<｜Assistant｜><think>
"
60 - 50 = 9,False,"[128000, 128011, 1399, 482, 220, 1135, 284, 220, 24, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>60 - 50 = 9<｜Assistant｜><think>
"
25 + 30 = 55,True,"[128000, 128011, 914, 489, 220, 966, 284, 220, 2131, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>25 + 30 = 55<｜Assistant｜><think>
"
27 + 93 = 120,True,"[128000, 128011, 1544, 489, 220, 6365, 284, 220, 4364, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>27 + 93 = 120<｜Assistant｜><think>
"
62 + 44 = 106,True,"[128000, 128011, 5538, 489, 220, 2096, 284, 220, 7461, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>62 + 44 = 106<｜Assistant｜><think>
"
51 - 41 = 10,True,"[128000, 128011, 3971, 482, 220, 3174, 284, 220, 605, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>51 - 41 = 10<｜Assistant｜><think>
"
20 - 11 = 9,True,"[128000, 128011, 508, 482, 220, 806, 284, 220, 24, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>20 - 11 = 9<｜Assistant｜><think>
"
70 + 7 = 77,True,"[128000, 128011, 2031, 489, 220, 22, 284, 220, 2813, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>70 + 7 = 77<｜Assistant｜><think>
"
21 - 58 = -39,False,"[128000, 128011, 1691, 482, 220, 2970, 284, 482, 2137, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>21 - 58 = -39<｜Assistant｜><think>
"
15 * 3 = 45,True,"[128000, 128011, 868, 353, 220, 18, 284, 220, 1774, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>15 * 3 = 45<｜Assistant｜><think>
"
12 - 72 = -60,True,"[128000, 128011, 717, 482, 220, 5332, 284, 482, 1399, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>12 - 72 = -60<｜Assistant｜><think>
"
83 - 55 = 28,True,"[128000, 128011, 6069, 482, 220, 2131, 284, 220, 1591, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>83 - 55 = 28<｜Assistant｜><think>
"
1 * 74 = 76,False,"[128000, 128011, 16, 353, 220, 5728, 284, 220, 4767, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>1 * 74 = 76<｜Assistant｜><think>
"
32 + 34 = 67,False,"[128000, 128011, 843, 489, 220, 1958, 284, 220, 3080, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>32 + 34 = 67<｜Assistant｜><think>
"
62 * 32 = 1987,False,"[128000, 128011, 5538, 353, 220, 843, 284, 220, 3753, 22, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>62 * 32 = 1987<｜Assistant｜><think>
"
71 * 20 = 1420,True,"[128000, 128011, 6028, 353, 220, 508, 284, 220, 10239, 15, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>71 * 20 = 1420<｜Assistant｜><think>
"
44 * 7 = 308,True,"[128000, 128011, 2096, 353, 220, 22, 284, 220, 14498, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>44 * 7 = 308<｜Assistant｜><think>
"
6 * 6 = 37,False,"[128000, 128011, 21, 353, 220, 21, 284, 220, 1806, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>6 * 6 = 37<｜Assistant｜><think>
"
14 + 73 = 84,False,"[128000, 128011, 975, 489, 220, 5958, 284, 220, 5833, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>14 + 73 = 84<｜Assistant｜><think>
"
2 + 76 = 80,False,"[128000, 128011, 17, 489, 220, 4767, 284, 220, 1490, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>2 + 76 = 80<｜Assistant｜><think>
"
81 * 90 = 7290,True,"[128000, 128011, 5932, 353, 220, 1954, 284, 220, 22194, 15, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>81 * 90 = 7290<｜Assistant｜><think>
"
76 - 86 = -10,True,"[128000, 128011, 4767, 482, 220, 4218, 284, 482, 605, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>76 - 86 = -10<｜Assistant｜><think>
"
88 + 40 = 128,True,"[128000, 128011, 2421, 489, 220, 1272, 284, 220, 4386, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>88 + 40 = 128<｜Assistant｜><think>
"
26 * 14 = 360,False,"[128000, 128011, 1627, 353, 220, 975, 284, 220, 6843, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>26 * 14 = 360<｜Assistant｜><think>
"
66 - 4 = 67,False,"[128000, 128011, 2287, 482, 220, 19, 284, 220, 3080, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>66 - 4 = 67<｜Assistant｜><think>
"
50 - 46 = 4,True,"[128000, 128011, 1135, 482, 220, 2790, 284, 220, 19, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>50 - 46 = 4<｜Assistant｜><think>
"
34 - 46 = -7,False,"[128000, 128011, 1958, 482, 220, 2790, 284, 482, 22, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>34 - 46 = -7<｜Assistant｜><think>
"
2 * 68 = 136,True,"[128000, 128011, 17, 353, 220, 2614, 284, 220, 9795, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>2 * 68 = 136<｜Assistant｜><think>
"
8 + 72 = 80,True,"[128000, 128011, 23, 489, 220, 5332, 284, 220, 1490, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>8 + 72 = 80<｜Assistant｜><think>
"
24 * 56 = 1344,True,"[128000, 128011, 1187, 353, 220, 3487, 284, 220, 9565, 19, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>24 * 56 = 1344<｜Assistant｜><think>
"
11 + 76 = 87,True,"[128000, 128011, 806, 489, 220, 4767, 284, 220, 4044, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>11 + 76 = 87<｜Assistant｜><think>
"
23 + 7 = 32,False,"[128000, 128011, 1419, 489, 220, 22, 284, 220, 843, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>23 + 7 = 32<｜Assistant｜><think>
"
69 + 50 = 114,False,"[128000, 128011, 3076, 489, 220, 1135, 284, 220, 8011, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>69 + 50 = 114<｜Assistant｜><think>
"
86 + 39 = 126,False,"[128000, 128011, 4218, 489, 220, 2137, 284, 220, 9390, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>86 + 39 = 126<｜Assistant｜><think>
"
15 + 7 = 22,True,"[128000, 128011, 868, 489, 220, 22, 284, 220, 1313, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>15 + 7 = 22<｜Assistant｜><think>
"
38 - 86 = -45,False,"[128000, 128011, 1987, 482, 220, 4218, 284, 482, 1774, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>38 - 86 = -45<｜Assistant｜><think>
"
29 - 61 = -37,False,"[128000, 128011, 1682, 482, 220, 5547, 284, 482, 1806, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>29 - 61 = -37<｜Assistant｜><think>
"
85 + 11 = 96,True,"[128000, 128011, 5313, 489, 220, 806, 284, 220, 4161, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>85 + 11 = 96<｜Assistant｜><think>
"
22 + 56 = 78,True,"[128000, 128011, 1313, 489, 220, 3487, 284, 220, 2495, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>22 + 56 = 78<｜Assistant｜><think>
"
49 + 2 = 51,True,"[128000, 128011, 2491, 489, 220, 17, 284, 220, 3971, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>49 + 2 = 51<｜Assistant｜><think>
"
34 + 99 = 133,True,"[128000, 128011, 1958, 489, 220, 1484, 284, 220, 9423, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>34 + 99 = 133<｜Assistant｜><think>
"
68 - 9 = 59,True,"[128000, 128011, 2614, 482, 220, 24, 284, 220, 2946, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>68 - 9 = 59<｜Assistant｜><think>
"
16 * 78 = 1248,True,"[128000, 128011, 845, 353, 220, 2495, 284, 220, 8874, 23, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>16 * 78 = 1248<｜Assistant｜><think>
"
54 - 13 = 41,True,"[128000, 128011, 4370, 482, 220, 1032, 284, 220, 3174, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>54 - 13 = 41<｜Assistant｜><think>
"
54 - 13 = 36,False,"[128000, 128011, 4370, 482, 220, 1032, 284, 220, 1927, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>54 - 13 = 36<｜Assistant｜><think>
"
21 - 54 = -33,True,"[128000, 128011, 1691, 482, 220, 4370, 284, 482, 1644, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>21 - 54 = -33<｜Assistant｜><think>
"
18 * 22 = 396,True,"[128000, 128011, 972, 353, 220, 1313, 284, 220, 19615, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>18 * 22 = 396<｜Assistant｜><think>
"
22 + 56 = 76,False,"[128000, 128011, 1313, 489, 220, 3487, 284, 220, 4767, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>22 + 56 = 76<｜Assistant｜><think>
"
3 + 37 = 40,True,"[128000, 128011, 18, 489, 220, 1806, 284, 220, 1272, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>3 + 37 = 40<｜Assistant｜><think>
"
35 + 83 = 118,True,"[128000, 128011, 1758, 489, 220, 6069, 284, 220, 8899, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>35 + 83 = 118<｜Assistant｜><think>
"
11 * 48 = 528,True,"[128000, 128011, 806, 353, 220, 2166, 284, 220, 21458, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>11 * 48 = 528<｜Assistant｜><think>
"
52 + 4 = 61,False,"[128000, 128011, 4103, 489, 220, 19, 284, 220, 5547, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>52 + 4 = 61<｜Assistant｜><think>
"
27 + 58 = 86,False,"[128000, 128011, 1544, 489, 220, 2970, 284, 220, 4218, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>27 + 58 = 86<｜Assistant｜><think>
"
70 + 7 = 80,False,"[128000, 128011, 2031, 489, 220, 22, 284, 220, 1490, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>70 + 7 = 80<｜Assistant｜><think>
"
96 - 36 = 60,True,"[128000, 128011, 4161, 482, 220, 1927, 284, 220, 1399, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>96 - 36 = 60<｜Assistant｜><think>
"
28 + 63 = 89,False,"[128000, 128011, 1591, 489, 220, 5495, 284, 220, 4578, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>28 + 63 = 89<｜Assistant｜><think>
"
21 - 58 = -37,True,"[128000, 128011, 1691, 482, 220, 2970, 284, 482, 1806, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>21 - 58 = -37<｜Assistant｜><think>
"
28 + 63 = 91,True,"[128000, 128011, 1591, 489, 220, 5495, 284, 220, 5925, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>28 + 63 = 91<｜Assistant｜><think>
"
98 + 67 = 167,False,"[128000, 128011, 3264, 489, 220, 3080, 284, 220, 11515, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>98 + 67 = 167<｜Assistant｜><think>
"
55 + 18 = 73,True,"[128000, 128011, 2131, 489, 220, 972, 284, 220, 5958, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>55 + 18 = 73<｜Assistant｜><think>
"
93 * 42 = 3907,False,"[128000, 128011, 6365, 353, 220, 2983, 284, 220, 15515, 22, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>93 * 42 = 3907<｜Assistant｜><think>
"
46 * 87 = 3999,False,"[128000, 128011, 2790, 353, 220, 4044, 284, 220, 18572, 24, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>46 * 87 = 3999<｜Assistant｜><think>
"
8 * 99 = 792,True,"[128000, 128011, 23, 353, 220, 1484, 284, 220, 24763, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>8 * 99 = 792<｜Assistant｜><think>
"
51 - 41 = 6,False,"[128000, 128011, 3971, 482, 220, 3174, 284, 220, 21, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>51 - 41 = 6<｜Assistant｜><think>
"
81 + 62 = 143,True,"[128000, 128011, 5932, 489, 220, 5538, 284, 220, 10290, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>81 + 62 = 143<｜Assistant｜><think>
"
74 - 92 = -18,True,"[128000, 128011, 5728, 482, 220, 6083, 284, 482, 972, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>74 - 92 = -18<｜Assistant｜><think>
"
89 - 30 = 59,True,"[128000, 128011, 4578, 482, 220, 966, 284, 220, 2946, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>89 - 30 = 59<｜Assistant｜><think>
"
15 - 55 = -40,True,"[128000, 128011, 868, 482, 220, 2131, 284, 482, 1272, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>15 - 55 = -40<｜Assistant｜><think>
"
74 - 81 = -7,True,"[128000, 128011, 5728, 482, 220, 5932, 284, 482, 22, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>74 - 81 = -7<｜Assistant｜><think>
"
71 * 20 = 1416,False,"[128000, 128011, 6028, 353, 220, 508, 284, 220, 9335, 21, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>71 * 20 = 1416<｜Assistant｜><think>
"
56 - 93 = -37,True,"[128000, 128011, 3487, 482, 220, 6365, 284, 482, 1806, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>56 - 93 = -37<｜Assistant｜><think>
"
75 + 43 = 118,True,"[128000, 128011, 2075, 489, 220, 3391, 284, 220, 8899, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>75 + 43 = 118<｜Assistant｜><think>
"
28 - 18 = 10,True,"[128000, 128011, 1591, 482, 220, 972, 284, 220, 605, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>28 - 18 = 10<｜Assistant｜><think>
"
52 - 3 = 49,True,"[128000, 128011, 4103, 482, 220, 18, 284, 220, 2491, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>52 - 3 = 49<｜Assistant｜><think>
"
36 + 47 = 87,False,"[128000, 128011, 1927, 489, 220, 2618, 284, 220, 4044, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>36 + 47 = 87<｜Assistant｜><think>
"
26 * 14 = 364,True,"[128000, 128011, 1627, 353, 220, 975, 284, 220, 15951, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>26 * 14 = 364<｜Assistant｜><think>
"
87 - 26 = 62,False,"[128000, 128011, 4044, 482, 220, 1627, 284, 220, 5538, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>87 - 26 = 62<｜Assistant｜><think>
"
5 * 3 = 15,True,"[128000, 128011, 20, 353, 220, 18, 284, 220, 868, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>5 * 3 = 15<｜Assistant｜><think>
"
94 - 61 = 37,False,"[128000, 128011, 6281, 482, 220, 5547, 284, 220, 1806, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>94 - 61 = 37<｜Assistant｜><think>
"
7 * 42 = 294,True,"[128000, 128011, 22, 353, 220, 2983, 284, 220, 17168, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>7 * 42 = 294<｜Assistant｜><think>
"
25 + 99 = 119,False,"[128000, 128011, 914, 489, 220, 1484, 284, 220, 9079, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>25 + 99 = 119<｜Assistant｜><think>
"
42 * 30 = 1261,False,"[128000, 128011, 2983, 353, 220, 966, 284, 220, 9390, 16, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>42 * 30 = 1261<｜Assistant｜><think>
"
58 - 61 = -3,True,"[128000, 128011, 2970, 482, 220, 5547, 284, 482, 18, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>58 - 61 = -3<｜Assistant｜><think>
"
55 - 57 = -2,True,"[128000, 128011, 2131, 482, 220, 3226, 284, 482, 17, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>55 - 57 = -2<｜Assistant｜><think>
"
15 * 3 = 41,False,"[128000, 128011, 868, 353, 220, 18, 284, 220, 3174, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>15 * 3 = 41<｜Assistant｜><think>
"
56 - 93 = -41,False,"[128000, 128011, 3487, 482, 220, 6365, 284, 482, 3174, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>56 - 93 = -41<｜Assistant｜><think>
"
52 + 61 = 113,True,"[128000, 128011, 4103, 489, 220, 5547, 284, 220, 8190, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>52 + 61 = 113<｜Assistant｜><think>
"
91 + 71 = 162,True,"[128000, 128011, 5925, 489, 220, 6028, 284, 220, 10674, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>91 + 71 = 162<｜Assistant｜><think>
"
47 * 41 = 1927,True,"[128000, 128011, 2618, 353, 220, 3174, 284, 220, 5926, 22, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>47 * 41 = 1927<｜Assistant｜><think>
"
8 + 72 = 81,False,"[128000, 128011, 23, 489, 220, 5332, 284, 220, 5932, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>8 + 72 = 81<｜Assistant｜><think>
"
11 - 84 = -73,True,"[128000, 128011, 806, 482, 220, 5833, 284, 482, 5958, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>11 - 84 = -73<｜Assistant｜><think>
"
84 + 45 = 129,True,"[128000, 128011, 5833, 489, 220, 1774, 284, 220, 9748, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>84 + 45 = 129<｜Assistant｜><think>
"
74 + 20 = 94,True,"[128000, 128011, 5728, 489, 220, 508, 284, 220, 6281, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>74 + 20 = 94<｜Assistant｜><think>
"
71 - 20 = 47,False,"[128000, 128011, 6028, 482, 220, 508, 284, 220, 2618, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>71 - 20 = 47<｜Assistant｜><think>
"
51 - 23 = 33,False,"[128000, 128011, 3971, 482, 220, 1419, 284, 220, 1644, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>51 - 23 = 33<｜Assistant｜><think>
"
81 * 70 = 5671,False,"[128000, 128011, 5932, 353, 220, 2031, 284, 220, 19282, 16, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>81 * 70 = 5671<｜Assistant｜><think>
"
93 + 34 = 124,False,"[128000, 128011, 6365, 489, 220, 1958, 284, 220, 8874, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>93 + 34 = 124<｜Assistant｜><think>
"
80 + 37 = 121,False,"[128000, 128011, 1490, 489, 220, 1806, 284, 220, 7994, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>80 + 37 = 121<｜Assistant｜><think>
"
25 * 27 = 670,False,"[128000, 128011, 914, 353, 220, 1544, 284, 220, 21218, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>25 * 27 = 670<｜Assistant｜><think>
"
47 + 31 = 81,False,"[128000, 128011, 2618, 489, 220, 2148, 284, 220, 5932, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>47 + 31 = 81<｜Assistant｜><think>
"
75 + 43 = 121,False,"[128000, 128011, 2075, 489, 220, 3391, 284, 220, 7994, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>75 + 43 = 121<｜Assistant｜><think>
"
62 + 58 = 120,True,"[128000, 128011, 5538, 489, 220, 2970, 284, 220, 4364, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>62 + 58 = 120<｜Assistant｜><think>
"
17 * 81 = 1374,False,"[128000, 128011, 1114, 353, 220, 5932, 284, 220, 10148, 19, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>17 * 81 = 1374<｜Assistant｜><think>
"
88 + 40 = 132,False,"[128000, 128011, 2421, 489, 220, 1272, 284, 220, 9413, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>88 + 40 = 132<｜Assistant｜><think>
"
36 + 47 = 83,True,"[128000, 128011, 1927, 489, 220, 2618, 284, 220, 6069, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>36 + 47 = 83<｜Assistant｜><think>
"
3 * 91 = 276,False,"[128000, 128011, 18, 353, 220, 5925, 284, 220, 16660, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>3 * 91 = 276<｜Assistant｜><think>
"
41 * 90 = 3690,True,"[128000, 128011, 3174, 353, 220, 1954, 284, 220, 19929, 15, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>41 * 90 = 3690<｜Assistant｜><think>
"
10 * 33 = 332,False,"[128000, 128011, 605, 353, 220, 1644, 284, 220, 17079, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>10 * 33 = 332<｜Assistant｜><think>
"
65 - 15 = 50,True,"[128000, 128011, 2397, 482, 220, 868, 284, 220, 1135, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>65 - 15 = 50<｜Assistant｜><think>
"
47 + 57 = 103,False,"[128000, 128011, 2618, 489, 220, 3226, 284, 220, 6889, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>47 + 57 = 103<｜Assistant｜><think>
"
