statement,label,country,cities,stated_k,actual_k
"Exactly 5 of the following cities are in India: Nagpur, Kalyan, Amritsar, Jalandhar, Tiruppur.",1,India,"('Amritsar', 'Jalandhar', 'Kalyan', 'Nagpur', 'Tiruppur')",5,5
"Exactly 3 of the following cities are in Malaysia: Huaihua, Kuala Lumpur, Qui Nhon, Pasir Gudang, Riga.",0,Malaysia,"('Huaihua', 'Kuala Lumpur', 'Pasir Gudang', 'Qui Nhon', 'Riga')",3,2
"Exactly 5 of the following cities are in China: Ningbo, Chisinau, Ha'il, Vilnius, Qujing.",0,China,"('Chisinau', ""Ha'il"", 'Ningbo', 'Qujing', 'Vilnius')",5,2
"Exactly 2 of the following cities are in New Zealand: Harbin, Helsinki, Auckland, Zibo, Namangan.",0,New Zealand,"('Auckland', 'Harbin', 'Helsinki', 'Namangan', 'Zibo')",2,1
"Exactly 3 of the following cities are in Denmark: Bahawalpur, Ipoh, Jaipur, Caracas, Narela.",0,Denmark,"('Bahawalpur', 'Caracas', 'Ipoh', 'Jaipur', 'Narela')",3,0
"Exactly 0 of the following cities are in Uganda: Jiamusi, Mandalay, Nansana, Zhu Cheng City, Rohini.",0,Uganda,"('Jiamusi', 'Mandalay', 'Nansana', 'Rohini', 'Zhu Cheng City')",0,1
"Exactly 4 of the following cities are in Tanzania: Dar es Salaam, Zanzibar, Mbeya, Duque de Caxias, Arusha.",1,Tanzania,"('Arusha', 'Dar es Salaam', 'Duque de Caxias', 'Mbeya', 'Zanzibar')",4,4
"Exactly 4 of the following cities are in the Philippines: Yangjiang, Caloocan, Davao, Cagayan de Oro, Ipoh.",0,the Philippines,"('Cagayan de Oro', 'Caloocan', 'Davao', 'Ipoh', 'Yangjiang')",4,3
"Exactly 1 of the following cities are in India: Yunfu, Rajkot, Kaduna, Ulhasnagar, Kolhapur.",0,India,"('Kaduna', 'Kolhapur', 'Rajkot', 'Ulhasnagar', 'Yunfu')",1,3
"Exactly 4 of the following cities are in India: Shaoxing, Dehradun, Dharavi, Surat, Nellore.",1,India,"('Dehradun', 'Dharavi', 'Nellore', 'Shaoxing', 'Surat')",4,4
"Exactly 3 of the following cities are in the Philippines: Caloocan, Jinan, Quezon City, Meknes, Budta.",1,the Philippines,"('Budta', 'Caloocan', 'Jinan', 'Meknes', 'Quezon City')",3,3
"Exactly 2 of the following cities are in Russia: Tolyatti, Sargodha, Ufa, Narela, Shubra al Khaymah.",1,Russia,"('Narela', 'Sargodha', 'Shubra al Khaymah', 'Tolyatti', 'Ufa')",2,2
"Exactly 0 of the following cities are in Namibia: Ha'il, Shangluo, New South Memphis, Oslo, Duque de Caxias.",1,Namibia,"('Duque de Caxias', ""Ha'il"", 'New South Memphis', 'Oslo', 'Shangluo')",0,0
"Exactly 3 of the following cities are in Peru: Johor Bahru, Jajmau, Chiclayo, Arequipa, Piura.",1,Peru,"('Arequipa', 'Chiclayo', 'Jajmau', 'Johor Bahru', 'Piura')",3,3
"Exactly 4 of the following cities are in Venezuela: Bilimora, Maracaibo, Okayama, Taiz, Navi Mumbai.",0,Venezuela,"('Bilimora', 'Maracaibo', 'Navi Mumbai', 'Okayama', 'Taiz')",4,1
"Exactly 1 of the following cities are in Venezuela: Maturin, Caracas, Sialkot, Bien Hoa, Maracaibo.",0,Venezuela,"('Bien Hoa', 'Caracas', 'Maracaibo', 'Maturin', 'Sialkot')",1,3
"Exactly 2 of the following cities are in Peru: Bujumbura, Chiclayo, Callao, Istanbul, Arequipa.",0,Peru,"('Arequipa', 'Bujumbura', 'Callao', 'Chiclayo', 'Istanbul')",2,3
"Exactly 0 of the following cities are in Somalia: Andijon, Shuangyashan, Mombasa, Sultanah, Mogadishu.",0,Somalia,"('Andijon', 'Mogadishu', 'Mombasa', 'Shuangyashan', 'Sultanah')",0,1
"Exactly 3 of the following cities are in South Korea: Ulsan, Mexicali, Ansan-si, Suwon, Busan.",0,South Korea,"('Ansan-si', 'Busan', 'Mexicali', 'Suwon', 'Ulsan')",3,4
"Exactly 3 of the following cities are in Indonesia: Jakarta, Semarang, Batam, Culiacan, Kisangani.",1,Indonesia,"('Batam', 'Culiacan', 'Jakarta', 'Kisangani', 'Semarang')",3,3
"Exactly 2 of the following cities are in Saudi Arabia: Guangzhou, Dammam, Mukim Pulai, Najran, Lubango.",1,Saudi Arabia,"('Dammam', 'Guangzhou', 'Lubango', 'Mukim Pulai', 'Najran')",2,2
"Exactly 0 of the following cities are in Cambodia: Teni, Phnom Penh, Jeddah, Gaziantep, Naberezhnyye Chelny.",0,Cambodia,"('Gaziantep', 'Jeddah', 'Naberezhnyye Chelny', 'Phnom Penh', 'Teni')",0,1
"Exactly 1 of the following cities are in Croatia: Zagreb, Subang Jaya, Tabriz, Shaoguan, Cimahi.",1,Croatia,"('Cimahi', 'Shaoguan', 'Subang Jaya', 'Tabriz', 'Zagreb')",1,1
"Exactly 4 of the following cities are in Germany: Munich, Guigang, Koeln, Hannover, Nuremberg.",1,Germany,"('Guigang', 'Hannover', 'Koeln', 'Munich', 'Nuremberg')",4,4
"Exactly 0 of the following cities are in Lithuania: Marseille, Agadir, Shizuishan, Bursa, Puning.",1,Lithuania,"('Agadir', 'Bursa', 'Marseille', 'Puning', 'Shizuishan')",0,0
"Exactly 3 of the following cities are in Denmark: Diyarbakir, Copenhagen, Bangkok, Volgograd, Rahim Yar Khan.",0,Denmark,"('Bangkok', 'Copenhagen', 'Diyarbakir', 'Rahim Yar Khan', 'Volgograd')",3,1
"Exactly 0 of the following cities are in Haiti: Astana, Pune, Comilla, Port-au-Prince, Dharavi.",0,Haiti,"('Astana', 'Comilla', 'Dharavi', 'Port-au-Prince', 'Pune')",0,1
"Exactly 4 of the following cities are in China: UEruemqi, Chenzhou, Rui'an, Zhengzhou, Niamey.",1,China,"('Chenzhou', 'Niamey', ""Rui'an"", 'UEruemqi', 'Zhengzhou')",4,4
"Exactly 5 of the following cities are in Sweden: Osaka, Orenburg, Ar Raqqah, Muzaffarabad, Hefei.",0,Sweden,"('Ar Raqqah', 'Hefei', 'Muzaffarabad', 'Orenburg', 'Osaka')",5,0
"Exactly 2 of the following cities are in Cambodia: Amritsar, Malatya, Erode, Neijiang, Vilnius.",0,Cambodia,"('Amritsar', 'Erode', 'Malatya', 'Neijiang', 'Vilnius')",2,0
"Exactly 4 of the following cities are in Vietnam: Vinh, Karbala, Ho Chi Minh City, Hue, Thu GJuc.",1,Vietnam,"('Ho Chi Minh City', 'Hue', 'Karbala', 'Thu GJuc', 'Vinh')",4,4
"Exactly 2 of the following cities are in Angola: Golfe, Hermosillo, San Pedro Sula, Lubango, Mulenvos.",0,Angola,"('Golfe', 'Hermosillo', 'Lubango', 'Mulenvos', 'San Pedro Sula')",2,3
"Exactly 4 of the following cities are in Nicaragua: Tokyo, Malang, Liupanshui, Giza, Mukim Pulai.",0,Nicaragua,"('Giza', 'Liupanshui', 'Malang', 'Mukim Pulai', 'Tokyo')",4,0
"Exactly 3 of the following cities are in Moldova: Shanghai, Songjiang, Beijing, Da Nang, Dandong.",0,Moldova,"('Beijing', 'Da Nang', 'Dandong', 'Shanghai', 'Songjiang')",3,0
"Exactly 1 of the following cities are in Peru: Chiclayo, Ilorin, Daxing'anling, Piura, South Tangerang.",0,Peru,"('Chiclayo', ""Daxing'anling"", 'Ilorin', 'Piura', 'South Tangerang')",1,2
"Exactly 1 of the following cities are in Ukraine: Kryvyy Rih, Saratov, Kuala Lumpur, Kikwit, Tolyatti.",1,Ukraine,"('Kikwit', 'Kryvyy Rih', 'Kuala Lumpur', 'Saratov', 'Tolyatti')",1,1
"Exactly 5 of the following cities are in the Dominican Republic: Jakarta, Santiago de los Caballeros, Bauchi, Loni, Barranquilla.",0,the Dominican Republic,"('Barranquilla', 'Bauchi', 'Jakarta', 'Loni', 'Santiago de los Caballeros')",5,1
"Exactly 1 of the following cities are in Lebanon: Ra's Bayrut, Fuxin, Sao Jose dos Campos, Daegu, Gazipur.",1,Lebanon,"('Daegu', 'Fuxin', 'Gazipur', ""Ra's Bayrut"", 'Sao Jose dos Campos')",1,1
"Exactly 3 of the following cities are in South Korea: Port-au-Prince, Anyang-si, Yangquan, Changwon, Cheonan.",1,South Korea,"('Anyang-si', 'Changwon', 'Cheonan', 'Port-au-Prince', 'Yangquan')",3,3
"Exactly 0 of the following cities are in Cyprus: Yangjiang, Wuwei, Port Said, Chuzhou, New York City.",1,Cyprus,"('Chuzhou', 'New York City', 'Port Said', 'Wuwei', 'Yangjiang')",0,0
"Exactly 1 of the following cities are in Albania: Andijon, Erbil, Bogor, Yaounde, Guwahati.",0,Albania,"('Andijon', 'Bogor', 'Erbil', 'Guwahati', 'Yaounde')",1,0
"Exactly 5 of the following cities are in Vietnam: Daxing'anling, Khabarovsk, Ryazan', Najran, Duesseldorf.",0,Vietnam,"(""Daxing'anling"", 'Duesseldorf', 'Khabarovsk', 'Najran', ""Ryazan'"")",5,0
"Exactly 4 of the following cities are in Sweden: Yangjiang, Stockholm, Lome, Suqian, Hongkou.",0,Sweden,"('Hongkou', 'Lome', 'Stockholm', 'Suqian', 'Yangjiang')",4,1
"Exactly 0 of the following cities are in Nicaragua: Managua, Yangon, Jabalpur, Jiaxing, Da Nang.",0,Nicaragua,"('Da Nang', 'Jabalpur', 'Jiaxing', 'Managua', 'Yangon')",0,1
"Exactly 0 of the following cities are in the United States: New South Memphis, Queens, Albuquerque, New York City, Shantou.",0,the United States,"('Albuquerque', 'New South Memphis', 'New York City', 'Queens', 'Shantou')",0,4
"Exactly 4 of the following cities are in Tanzania: Benguela, Arusha, Mbeya, Zanzibar, Dar es Salaam.",1,Tanzania,"('Arusha', 'Benguela', 'Dar es Salaam', 'Mbeya', 'Zanzibar')",4,4
"Exactly 2 of the following cities are in Peru: Arequipa, Antananarivo, Chiclayo, Puducherry, Vinh.",1,Peru,"('Antananarivo', 'Arequipa', 'Chiclayo', 'Puducherry', 'Vinh')",2,2
"Exactly 4 of the following cities are in Russia: Krasnodar, Izhevsk, Kemerovo, Irkutsk, Vladivostok.",0,Russia,"('Irkutsk', 'Izhevsk', 'Kemerovo', 'Krasnodar', 'Vladivostok')",4,5
"Exactly 3 of the following cities are in Benin: Makkah, Kirkuk, Khulna, Cotonou, Kemerovo.",0,Benin,"('Cotonou', 'Kemerovo', 'Khulna', 'Kirkuk', 'Makkah')",3,1
"Exactly 5 of the following cities are in Malaysia: Ipoh, Petaling Jaya, Iskandar Puteri, Pelentong, Pasir Gudang.",1,Malaysia,"('Ipoh', 'Iskandar Puteri', 'Pasir Gudang', 'Pelentong', 'Petaling Jaya')",5,5
"Exactly 4 of the following cities are in Ghana: Aqsu, Abu Dhabi, Hannover, Bannu, Agadir.",0,Ghana,"('Abu Dhabi', 'Agadir', 'Aqsu', 'Bannu', 'Hannover')",4,0
"Exactly 5 of the following cities are in Bulgaria: Zhangzhou, Pikine, Sofia, Fes, Zhumadian.",0,Bulgaria,"('Fes', 'Pikine', 'Sofia', 'Zhangzhou', 'Zhumadian')",5,1
"Exactly 5 of the following cities are in Egypt: Giza, Port Said, Al Fayyum, Al Mahallah al Kubra, Assiut.",1,Egypt,"('Al Fayyum', 'Al Mahallah al Kubra', 'Assiut', 'Giza', 'Port Said')",5,5
"Exactly 3 of the following cities are in Mexico: Nowrangapur, Namangan, Coyoacan, Tlalpan, Cuautitlan Izcalli.",1,Mexico,"('Coyoacan', 'Cuautitlan Izcalli', 'Namangan', 'Nowrangapur', 'Tlalpan')",3,3
"Exactly 3 of the following cities are in Malaysia: Bukit Rahman Putra, Bhayandar, Sharjah, General Santos, Osogbo.",0,Malaysia,"('Bhayandar', 'Bukit Rahman Putra', 'General Santos', 'Osogbo', 'Sharjah')",3,1
"Exactly 2 of the following cities are in Myanmar: Mandalay, Hlaingthaya, Hebi, Nanchang, Yangon.",0,Myanmar,"('Hebi', 'Hlaingthaya', 'Mandalay', 'Nanchang', 'Yangon')",2,3
"Exactly 2 of the following cities are in Yemen: Cangzhou, Ibb, Shantou, Jhang Sadr, Sanaa.",1,Yemen,"('Cangzhou', 'Ibb', 'Jhang Sadr', 'Sanaa', 'Shantou')",2,2
"Exactly 1 of the following cities are in Ukraine: Kyiv, Odesa, Kharkiv, Sevastopol, Dnipro.",0,Ukraine,"('Dnipro', 'Kharkiv', 'Kyiv', 'Odesa', 'Sevastopol')",1,5
"Exactly 2 of the following cities are in Sudan: Madinat an Nasr, Nyala, Wanxian, Khartoum, Goiania.",1,Sudan,"('Goiania', 'Khartoum', 'Madinat an Nasr', 'Nyala', 'Wanxian')",2,2
"Exactly 1 of the following cities are in the Dominican Republic: Santo Domingo Oeste, Santiago de los Caballeros, Santo Domingo Este, Camayenne, Edogawe.",0,the Dominican Republic,"('Camayenne', 'Edogawe', 'Santiago de los Caballeros', 'Santo Domingo Este', 'Santo Domingo Oeste')",1,3
"Exactly 4 of the following cities are in Egypt: Port Said, Abu Dhabi, Pietermaritzburg, Al Fayyum, Almaty.",0,Egypt,"('Abu Dhabi', 'Al Fayyum', 'Almaty', 'Pietermaritzburg', 'Port Said')",4,2
"Exactly 0 of the following cities are in Iran: Kimhae, Oslo, Kaduna, Istanbul, Karaj.",0,Iran,"('Istanbul', 'Kaduna', 'Karaj', 'Kimhae', 'Oslo')",0,1
"Exactly 1 of the following cities are in Afghanistan: Caracas, Xuzhou, Al Fayyum, Tanggu, Likasi.",0,Afghanistan,"('Al Fayyum', 'Caracas', 'Likasi', 'Tanggu', 'Xuzhou')",1,0
"Exactly 5 of the following cities are in New Zealand: Tangshan, Malang, Isfahan, Auckland, Ouagadougou.",0,New Zealand,"('Auckland', 'Isfahan', 'Malang', 'Ouagadougou', 'Tangshan')",5,1
"Exactly 5 of the following cities are in Malaysia: Kuantan, Bukit Rahman Putra, Pasir Gudang, Kota Kinabalu, Petaling Jaya.",1,Malaysia,"('Bukit Rahman Putra', 'Kota Kinabalu', 'Kuantan', 'Pasir Gudang', 'Petaling Jaya')",5,5
"Exactly 3 of the following cities are in Iran: Qom, Tabriz, Pune, Hamadan, Kananga.",1,Iran,"('Hamadan', 'Kananga', 'Pune', 'Qom', 'Tabriz')",3,3
"Exactly 3 of the following cities are in Germany: Leipzig, Ya'an, Dortmund, Frankfurt am Main, Thu GJuc.",1,Germany,"('Dortmund', 'Frankfurt am Main', 'Leipzig', 'Thu GJuc', ""Ya'an"")",3,3
"Exactly 2 of the following cities are in Pakistan: Okara, Omsk, Rajkot, Lahore, Baotou.",1,Pakistan,"('Baotou', 'Lahore', 'Okara', 'Omsk', 'Rajkot')",2,2
"Exactly 2 of the following cities are in Bangladesh: Quezon City, Mirpur Model Thana, Aleppo, Rangpur, Sevastopol.",1,Bangladesh,"('Aleppo', 'Mirpur Model Thana', 'Quezon City', 'Rangpur', 'Sevastopol')",2,2
"Exactly 4 of the following cities are in Jordan: Makkah, Irbid, Jiangmen, Lome, Shaoxing.",0,Jordan,"('Irbid', 'Jiangmen', 'Lome', 'Makkah', 'Shaoxing')",4,1
"Exactly 4 of the following cities are in Ukraine: Odesa, Kyiv, Sevastopol, Dnipro, Kryvyy Rih.",0,Ukraine,"('Dnipro', 'Kryvyy Rih', 'Kyiv', 'Odesa', 'Sevastopol')",4,5
"Exactly 4 of the following cities are in Uruguay: Lilongwe, Kasur, Kota Bharu, Zhanjiang, Kagoshima.",0,Uruguay,"('Kagoshima', 'Kasur', 'Kota Bharu', 'Lilongwe', 'Zhanjiang')",4,0
"Exactly 4 of the following cities are in Kyrgyzstan: Adachi, Bishkek, Guangyuan, Mogadishu, Nha Trang.",0,Kyrgyzstan,"('Adachi', 'Bishkek', 'Guangyuan', 'Mogadishu', 'Nha Trang')",4,1
"Exactly 2 of the following cities are in Malaysia: Bekasi, Subang Jaya, Bukit Rahman Putra, Mukim Pulai, Daejeon.",0,Malaysia,"('Bekasi', 'Bukit Rahman Putra', 'Daejeon', 'Mukim Pulai', 'Subang Jaya')",2,3
"Exactly 0 of the following cities are in Indonesia: Pekanbaru, Denpasar, Situbondo, Serang, Bandar Lampung.",0,Indonesia,"('Bandar Lampung', 'Denpasar', 'Pekanbaru', 'Serang', 'Situbondo')",0,5
"Exactly 5 of the following cities are in the United Kingdom: Kota Kinabalu, Tolyatti, Bhayandar, Hamhung, Suez.",0,the United Kingdom,"('Bhayandar', 'Hamhung', 'Kota Kinabalu', 'Suez', 'Tolyatti')",5,0
"Exactly 3 of the following cities are in Bangladesh: Pekanbaru, Mohammadpur, Cebu City, Khulna, Rajshahi.",1,Bangladesh,"('Cebu City', 'Khulna', 'Mohammadpur', 'Pekanbaru', 'Rajshahi')",3,3
"Exactly 5 of the following cities are in Kenya: Mexico City, Mombasa, Nakuru, Nairobi, Kakamega.",0,Kenya,"('Kakamega', 'Mexico City', 'Mombasa', 'Nairobi', 'Nakuru')",5,4
"Exactly 1 of the following cities are in Uzbekistan: Sapporo, Irkutsk, Hiroshima, Puducherry, Kolkata.",0,Uzbekistan,"('Hiroshima', 'Irkutsk', 'Kolkata', 'Puducherry', 'Sapporo')",1,0
"Exactly 2 of the following cities are in Saudi Arabia: Aktobe, Maracaibo, Chennai, Al Ahmadi, Ta'if.",0,Saudi Arabia,"('Aktobe', 'Al Ahmadi', 'Chennai', 'Maracaibo', ""Ta'if"")",2,1
"Exactly 5 of the following cities are in Indonesia: Bogor, Serang, Jambi City, Tangerang, Surakarta.",1,Indonesia,"('Bogor', 'Jambi City', 'Serang', 'Surakarta', 'Tangerang')",5,5
"Exactly 1 of the following cities are in New Zealand: Ribeirao Preto, Nova Iguacu, Santo Domingo Este, Nha Trang, Auckland.",1,New Zealand,"('Auckland', 'Nha Trang', 'Nova Iguacu', 'Ribeirao Preto', 'Santo Domingo Este')",1,1
"Exactly 0 of the following cities are in Zambia: Ndola, Kitwe, Baghdad, Lusaka, Vadodara.",0,Zambia,"('Baghdad', 'Kitwe', 'Lusaka', 'Ndola', 'Vadodara')",0,3
"Exactly 1 of the following cities are in Palau: Anshan, Surat, Rasapudipalem, Port-au-Prince, Omsk.",0,Palau,"('Anshan', 'Omsk', 'Port-au-Prince', 'Rasapudipalem', 'Surat')",1,0
"Exactly 5 of the following cities are in Algeria: Manaus, Putian, Xiaogan, Nay Pyi Taw, Algiers.",0,Algeria,"('Algiers', 'Manaus', 'Nay Pyi Taw', 'Putian', 'Xiaogan')",5,1
"Exactly 2 of the following cities are in Guinea: Camayenne, Conakry, Lyon, Rangpur, Cangzhou.",1,Guinea,"('Camayenne', 'Cangzhou', 'Conakry', 'Lyon', 'Rangpur')",2,2
"Exactly 3 of the following cities are in Angola: Benguela, Hoji ya Henda, Lubango, Calumbo, Maianga.",0,Angola,"('Benguela', 'Calumbo', 'Hoji ya Henda', 'Lubango', 'Maianga')",3,5
"Exactly 0 of the following cities are in South Korea: Dalian, Taicang, Jieyang, Hermosillo, Sharjah.",1,South Korea,"('Dalian', 'Hermosillo', 'Jieyang', 'Sharjah', 'Taicang')",0,0
"Exactly 4 of the following cities are in Japan: Shubra al Khaymah, Suginami, Okara, Bayan Nur, Zagreb.",0,Japan,"('Bayan Nur', 'Okara', 'Shubra al Khaymah', 'Suginami', 'Zagreb')",4,1
"Exactly 4 of the following cities are in Austria: Coyoacan, Yichang, Puducherry, Shangyu, Zhangjiakou.",0,Austria,"('Coyoacan', 'Puducherry', 'Shangyu', 'Yichang', 'Zhangjiakou')",4,0
"Exactly 0 of the following cities are in Ghana: Siping, Cucuta, Tlalpan, Nay Pyi Taw, Ajmer.",1,Ghana,"('Ajmer', 'Cucuta', 'Nay Pyi Taw', 'Siping', 'Tlalpan')",0,0
"Exactly 3 of the following cities are in Malaysia: Kuantan, Kota Kuala Muda, Mukim Pulai, Petaling Jaya, Kuala Lumpur.",0,Malaysia,"('Kota Kuala Muda', 'Kuala Lumpur', 'Kuantan', 'Mukim Pulai', 'Petaling Jaya')",3,5
"Exactly 4 of the following cities are in Uzbekistan: Namangan, Samarkand, Andijon, Chenzhou, Tashkent.",1,Uzbekistan,"('Andijon', 'Chenzhou', 'Namangan', 'Samarkand', 'Tashkent')",4,4
"Exactly 4 of the following cities are in Laos: Addis Ababa, Zunyi, Akure, Arifwala, Vadodara.",0,Laos,"('Addis Ababa', 'Akure', 'Arifwala', 'Vadodara', 'Zunyi')",4,0
"Exactly 3 of the following cities are in Sudan: Goyang-si, Khartoum, Omdurman, Rohini, Nyala.",1,Sudan,"('Goyang-si', 'Khartoum', 'Nyala', 'Omdurman', 'Rohini')",3,3
"Exactly 0 of the following cities are in New Zealand: Perm, Zhaoqing, Kryvyy Rih, Shaoguan, Auckland.",0,New Zealand,"('Auckland', 'Kryvyy Rih', 'Perm', 'Shaoguan', 'Zhaoqing')",0,1
"Exactly 3 of the following cities are in Colombia: Bucaramanga, Tonghua, Hengyang, Cucuta, Barranquilla.",1,Colombia,"('Barranquilla', 'Bucaramanga', 'Cucuta', 'Hengyang', 'Tonghua')",3,3
"Exactly 3 of the following cities are in Colombia: Astrakhan, Cucuta, Pokhara, Bucaramanga, Kolkata.",0,Colombia,"('Astrakhan', 'Bucaramanga', 'Cucuta', 'Kolkata', 'Pokhara')",3,2
"Exactly 0 of the following cities are in Sweden: Banjarmasin, Albuquerque, Hengyang, Mexicali, Handan.",1,Sweden,"('Albuquerque', 'Banjarmasin', 'Handan', 'Hengyang', 'Mexicali')",0,0
"Exactly 0 of the following cities are in the Dominican Republic: Penza, Hefei, Erode, Lubumbashi, Jabalpur.",1,the Dominican Republic,"('Erode', 'Hefei', 'Jabalpur', 'Lubumbashi', 'Penza')",0,0
"Exactly 0 of the following cities are in Afghanistan: Wenzhou, Mazar-e Sharif, Thembisa, Arak, Bishkek.",0,Afghanistan,"('Arak', 'Bishkek', 'Mazar-e Sharif', 'Thembisa', 'Wenzhou')",0,1
"Exactly 2 of the following cities are in Brazil: Binzhou, Shizuishan, Londrina, Niteroi, Puning.",1,Brazil,"('Binzhou', 'Londrina', 'Niteroi', 'Puning', 'Shizuishan')",2,2
"Exactly 2 of the following cities are in Uzbekistan: Lubango, Bucheon-si, Namangan, Samarkand, Kharkiv.",1,Uzbekistan,"('Bucheon-si', 'Kharkiv', 'Lubango', 'Namangan', 'Samarkand')",2,2
"Exactly 2 of the following cities are in Jordan: Heze, Nanning, Rizhao, Sapporo, Bannu.",0,Jordan,"('Bannu', 'Heze', 'Nanning', 'Rizhao', 'Sapporo')",2,0
"Exactly 4 of the following cities are in Kenya: Kakamega, Nakuru, Tegucigalpa, Nairobi, Mombasa.",1,Kenya,"('Kakamega', 'Mombasa', 'Nairobi', 'Nakuru', 'Tegucigalpa')",4,4
"Exactly 0 of the following cities are in Benin: Port Said, Gaziantep, Hermosillo, Panjin, Pikine.",1,Benin,"('Gaziantep', 'Hermosillo', 'Panjin', 'Pikine', 'Port Said')",0,0
"Exactly 1 of the following cities are in Djibouti: Balbala, Kolkata, Anshun, Niluefer, Ya'an.",1,Djibouti,"('Anshun', 'Balbala', 'Kolkata', 'Niluefer', ""Ya'an"")",1,1
"Exactly 5 of the following cities are in Zimbabwe: Krakow, Shizuishan, Ra's Bayrut, Harare, Hamhung.",0,Zimbabwe,"('Hamhung', 'Harare', 'Krakow', ""Ra's Bayrut"", 'Shizuishan')",5,1
"Exactly 0 of the following cities are in Armenia: Yibin, Haiphong, Najafgarh, Yerevan, Teresina.",0,Armenia,"('Haiphong', 'Najafgarh', 'Teresina', 'Yerevan', 'Yibin')",0,1
"Exactly 5 of the following cities are in Saudi Arabia: Ha'il, Al Basrah al Qadimah, Hefei, Makkah, Buraydah.",0,Saudi Arabia,"('Al Basrah al Qadimah', 'Buraydah', ""Ha'il"", 'Hefei', 'Makkah')",5,3
"Exactly 3 of the following cities are in Colombia: Ibague, Assiut, Abeokuta, Bucaramanga, Changshu.",0,Colombia,"('Abeokuta', 'Assiut', 'Bucaramanga', 'Changshu', 'Ibague')",3,2
"Exactly 4 of the following cities are in Morocco: Marrakesh, Oujda, Tangier, Meknes, Nuremberg.",1,Morocco,"('Marrakesh', 'Meknes', 'Nuremberg', 'Oujda', 'Tangier')",4,4
"Exactly 1 of the following cities are in Paraguay: Detroit, Qui Nhon, Laiwu, Chenzhou, Putian.",0,Paraguay,"('Chenzhou', 'Detroit', 'Laiwu', 'Putian', 'Qui Nhon')",1,0
"Exactly 5 of the following cities are in Rwanda: Coimbatore, Heroica Matamoros, Jieyang, Jingmen, San Luis Potosi.",0,Rwanda,"('Coimbatore', 'Heroica Matamoros', 'Jieyang', 'Jingmen', 'San Luis Potosi')",5,0
"Exactly 4 of the following cities are in Somalia: Hegang, Bhiwandi, Agadir, Mogadishu, Chuxiong.",0,Somalia,"('Agadir', 'Bhiwandi', 'Chuxiong', 'Hegang', 'Mogadishu')",4,1
"Exactly 2 of the following cities are in Russia: Lipetsk, Barnaul, Ufa, Novosibirsk, Volgograd.",0,Russia,"('Barnaul', 'Lipetsk', 'Novosibirsk', 'Ufa', 'Volgograd')",2,5
"Exactly 2 of the following cities are in the United States: Putuo, Arifwala, Adachi, Joao Pessoa, Multan.",0,the United States,"('Adachi', 'Arifwala', 'Joao Pessoa', 'Multan', 'Putuo')",2,0
"Exactly 5 of the following cities are in Ukraine: Lviv, Dnipro, Odesa, Sevastopol, Kyiv.",1,Ukraine,"('Dnipro', 'Kyiv', 'Lviv', 'Odesa', 'Sevastopol')",5,5
"Exactly 0 of the following cities are in the United Arab Emirates: Al Ain City, Dortmund, Oujda, Ile-Ife, Dakar.",0,the United Arab Emirates,"('Al Ain City', 'Dakar', 'Dortmund', 'Ile-Ife', 'Oujda')",0,1
"Exactly 5 of the following cities are in Egypt: Al Mahallah al Kubra, Shubra al Khaymah, Al Fayyum, Suez, Giza.",1,Egypt,"('Al Fayyum', 'Al Mahallah al Kubra', 'Giza', 'Shubra al Khaymah', 'Suez')",5,5
"Exactly 4 of the following cities are in Guinea: Sagamihara, Camayenne, Sao Jose dos Campos, Shizuishan, Conakry.",0,Guinea,"('Camayenne', 'Conakry', 'Sagamihara', 'Sao Jose dos Campos', 'Shizuishan')",4,2
"Exactly 0 of the following cities are in Namibia: Ta'if, Tianshui, Cho Lon, Fort Worth, Meizhou.",1,Namibia,"('Cho Lon', 'Fort Worth', 'Meizhou', ""Ta'if"", 'Tianshui')",0,0
"Exactly 3 of the following cities are in Venezuela: Maturin, Camama, Maracaibo, Barquisimeto, San Miguel de Tucuman.",1,Venezuela,"('Barquisimeto', 'Camama', 'Maracaibo', 'Maturin', 'San Miguel de Tucuman')",3,3
"Exactly 0 of the following cities are in Croatia: Zagreb, Sulaymaniyah, Curitiba, Bahawalpur, Baise.",0,Croatia,"('Bahawalpur', 'Baise', 'Curitiba', 'Sulaymaniyah', 'Zagreb')",0,1
"Exactly 0 of the following cities are in Fiji: Linyi, Naberezhnyye Chelny, Hubballi, Bandar Lampung, Meerut.",1,Fiji,"('Bandar Lampung', 'Hubballi', 'Linyi', 'Meerut', 'Naberezhnyye Chelny')",0,0
"Exactly 1 of the following cities are in Morocco: New Kingston, Maceio, Huludao, Oujda, Konya.",1,Morocco,"('Huludao', 'Konya', 'Maceio', 'New Kingston', 'Oujda')",1,1
"Exactly 0 of the following cities are in Afghanistan: Bengaluru, Hubballi, Sokoto, Hengyang, Qionghai.",1,Afghanistan,"('Bengaluru', 'Hengyang', 'Hubballi', 'Qionghai', 'Sokoto')",0,0
"Exactly 3 of the following cities are in Poland: Bengbu, Wroclaw, Krakow, Assiut, Lodz.",1,Poland,"('Assiut', 'Bengbu', 'Krakow', 'Lodz', 'Wroclaw')",3,3
"Exactly 2 of the following cities are in Burundi: Kota Kuala Muda, Utsunomiya, Akure, Jieyang, Qinhuangdao.",0,Burundi,"('Akure', 'Jieyang', 'Kota Kuala Muda', 'Qinhuangdao', 'Utsunomiya')",2,0
