statement,label,country,cities,stated_k,actual_k
"Exactly 1 of the following cities are in Tajikistan: Dushanbe, Zhongwei.",1,Tajikistan,"('Dushanbe', 'Zhongwei')",1,1
"Exactly 1 of the following cities are in Brazil: Curitiba, Fortaleza.",0,Brazil,"('Curitiba', 'Fortaleza')",1,2
"Exactly 1 of the following cities are in Cuba: Teresina, Santiago de Cuba.",1,Cuba,"('Santiago de Cuba', 'Teresina')",1,1
"Exactly 2 of the following cities are in Russia: Barnaul, Saratov.",1,Russia,"('Barnaul', 'Saratov')",2,2
"Exactly 0 of the following cities are in Argentina: San Miguel de Tucuman, Guangzhou.",0,Argentina,"('Guangzhou', 'San Miguel de Tucuman')",0,1
"Exactly 2 of the following cities are in Ireland: Jaboatao dos Guararapes, Jamshedpur.",0,Ireland,"('Jaboatao dos Guararapes', 'Jamshedpur')",2,0
"Exactly 2 of the following cities are in Indonesia: Tasikmalaya, Surakarta.",1,Indonesia,"('Surakarta', 'Tasikmalaya')",2,2
"Exactly 2 of the following cities are in Saudi Arabia: Nakuru, Madinah.",0,Saudi Arabia,"('Madinah', 'Nakuru')",2,1
"Exactly 0 of the following cities are in Chile: Puente Alto, Xiaogan.",0,Chile,"('Puente Alto', 'Xiaogan')",0,1
"Exactly 0 of the following cities are in Norway: Karol Bagh, Oslo.",0,Norway,"('Karol Bagh', 'Oslo')",0,1
"Exactly 2 of the following cities are in Bhutan: Mohammadpur, Linfen.",0,Bhutan,"('Linfen', 'Mohammadpur')",2,0
"Exactly 0 of the following cities are in Germany: Mandalay, Hannover.",0,Germany,"('Hannover', 'Mandalay')",0,1
"Exactly 1 of the following cities are in Nepal: Astana, Jinan.",0,Nepal,"('Astana', 'Jinan')",1,0
"Exactly 2 of the following cities are in Ukraine: Kryvyy Rih, Sevastopol.",1,Ukraine,"('Kryvyy Rih', 'Sevastopol')",2,2
"Exactly 1 of the following cities are in Vietnam: Shubra al Khaymah, Haiphong.",1,Vietnam,"('Haiphong', 'Shubra al Khaymah')",1,1
"Exactly 2 of the following cities are in the Philippines: Budta, Taguig.",1,the Philippines,"('Budta', 'Taguig')",2,2
"Exactly 2 of the following cities are in Ireland: Yangquan, Mbeya.",0,Ireland,"('Mbeya', 'Yangquan')",2,0
"Exactly 2 of the following cities are in Sweden: Leon de los Aldama, Malang.",0,Sweden,"('Leon de los Aldama', 'Malang')",2,0
"Exactly 0 of the following cities are in Belarus: Nyala, Homyel'.",0,Belarus,"(""Homyel'"", 'Nyala')",0,1
"Exactly 1 of the following cities are in the Dominican Republic: Santo Domingo Este, Sagamihara.",1,the Dominican Republic,"('Sagamihara', 'Santo Domingo Este')",1,1
"Exactly 1 of the following cities are in the Maldives: Rio de Janeiro, Dushanbe.",0,the Maldives,"('Dushanbe', 'Rio de Janeiro')",1,0
"Exactly 0 of the following cities are in Pakistan: Rahim Yar Khan, Okara.",0,Pakistan,"('Okara', 'Rahim Yar Khan')",0,2
"Exactly 2 of the following cities are in India: Bengaluru, Bikaner.",1,India,"('Bengaluru', 'Bikaner')",2,2
"Exactly 1 of the following cities are in Liechtenstein: Pasig City, Giza.",0,Liechtenstein,"('Giza', 'Pasig City')",1,0
"Exactly 1 of the following cities are in Mauritania: Fukuoka, Nouakchott.",1,Mauritania,"('Fukuoka', 'Nouakchott')",1,1
"Exactly 2 of the following cities are in Chile: Puente Alto, Hue.",0,Chile,"('Hue', 'Puente Alto')",2,1
"Exactly 0 of the following cities are in New Zealand: Zhanjiang, Hanzhong.",1,New Zealand,"('Hanzhong', 'Zhanjiang')",0,0
"Exactly 1 of the following cities are in Montenegro: Shizuishan, Niamey.",0,Montenegro,"('Niamey', 'Shizuishan')",1,0
"Exactly 1 of the following cities are in the United Kingdom: Petaling Jaya, Hiroshima.",0,the United Kingdom,"('Hiroshima', 'Petaling Jaya')",1,0
"Exactly 1 of the following cities are in Spain: Isfahan, Dandong.",0,Spain,"('Dandong', 'Isfahan')",1,0
"Exactly 0 of the following cities are in Belarus: Jaipur, Homyel'.",0,Belarus,"(""Homyel'"", 'Jaipur')",0,1
"Exactly 0 of the following cities are in Haiti: Rui'an, Bannu.",1,Haiti,"('Bannu', ""Rui'an"")",0,0
"Exactly 1 of the following cities are in Togo: Lome, Shangqiu.",1,Togo,"('Lome', 'Shangqiu')",1,1
"Exactly 2 of the following cities are in Jamaica: Bhiwandi, Sultanah.",0,Jamaica,"('Bhiwandi', 'Sultanah')",2,0
"Exactly 2 of the following cities are in Vietnam: Hue, Da Nang.",1,Vietnam,"('Da Nang', 'Hue')",2,2
"Exactly 0 of the following cities are in Chad: Koeln, Putuo.",1,Chad,"('Koeln', 'Putuo')",0,0
"Exactly 1 of the following cities are in Uganda: Arusha, Kunshan.",0,Uganda,"('Arusha', 'Kunshan')",1,0
"Exactly 2 of the following cities are in Morocco: Agadir, Meknes.",1,Morocco,"('Agadir', 'Meknes')",2,2
"Exactly 0 of the following cities are in Sweden: Harbin, Stockholm.",0,Sweden,"('Harbin', 'Stockholm')",0,1
"Exactly 2 of the following cities are in Spain: Da Nang, Ulan Bator.",0,Spain,"('Da Nang', 'Ulan Bator')",2,0
"Exactly 1 of the following cities are in Egypt: Cebu City, Suez.",1,Egypt,"('Cebu City', 'Suez')",1,1
"Exactly 2 of the following cities are in Germany: Hannover, Leipzig.",1,Germany,"('Hannover', 'Leipzig')",2,2
"Exactly 2 of the following cities are in China: Huzhou, Lueliang.",1,China,"('Huzhou', 'Lueliang')",2,2
"Exactly 0 of the following cities are in Saint Vincent and the Grenadines: Kumamoto, Bandar Lampung.",1,Saint Vincent and the Grenadines,"('Bandar Lampung', 'Kumamoto')",0,0
"Exactly 1 of the following cities are in Myanmar: Wanzhou, Hlaingthaya.",1,Myanmar,"('Hlaingthaya', 'Wanzhou')",1,1
"Exactly 2 of the following cities are in Uganda: Ujjain, Suizhou.",0,Uganda,"('Suizhou', 'Ujjain')",2,0
"Exactly 0 of the following cities are in Eritrea: Langfang, Ulyanovsk.",1,Eritrea,"('Langfang', 'Ulyanovsk')",0,0
"Exactly 0 of the following cities are in Peru: Chiclayo, Kunshan.",0,Peru,"('Chiclayo', 'Kunshan')",0,1
"Exactly 1 of the following cities are in Pakistan: Quito, Bhubaneswar.",0,Pakistan,"('Bhubaneswar', 'Quito')",1,0
"Exactly 2 of the following cities are in Vietnam: Bauchi, Isfahan.",0,Vietnam,"('Bauchi', 'Isfahan')",2,0
"Exactly 0 of the following cities are in Albania: Arifwala, Zhuzhou.",1,Albania,"('Arifwala', 'Zhuzhou')",0,0
"Exactly 0 of the following cities are in Italy: Kryvyy Rih, Xiangtan.",1,Italy,"('Kryvyy Rih', 'Xiangtan')",0,0
"Exactly 1 of the following cities are in Burundi: Qom, Mexico City.",0,Burundi,"('Mexico City', 'Qom')",1,0
"Exactly 1 of the following cities are in Malta: Setagaya, Culiacan.",0,Malta,"('Culiacan', 'Setagaya')",1,0
"Exactly 2 of the following cities are in the Philippines: Salta, Saint Petersburg.",0,the Philippines,"('Saint Petersburg', 'Salta')",2,0
"Exactly 0 of the following cities are in Belarus: Tianshui, Homyel'.",0,Belarus,"(""Homyel'"", 'Tianshui')",0,1
"Exactly 0 of the following cities are in Mali: Quetta, Pallabi.",1,Mali,"('Pallabi', 'Quetta')",0,0
"Exactly 1 of the following cities are in Indonesia: Pekanbaru, Tangshan.",1,Indonesia,"('Pekanbaru', 'Tangshan')",1,1
"Exactly 1 of the following cities are in Germany: Bandar Lampung, Nuremberg.",1,Germany,"('Bandar Lampung', 'Nuremberg')",1,1
"Exactly 2 of the following cities are in Belgium: Luohe, Zhaotong.",0,Belgium,"('Luohe', 'Zhaotong')",2,0
"Exactly 0 of the following cities are in Albania: Ranchi, Pimpri.",1,Albania,"('Pimpri', 'Ranchi')",0,0
"Exactly 1 of the following cities are in Mexico: Tashkent, Tlaquepaque.",1,Mexico,"('Tashkent', 'Tlaquepaque')",1,1
"Exactly 2 of the following cities are in the Philippines: Caloocan, Davao.",1,the Philippines,"('Caloocan', 'Davao')",2,2
"Exactly 1 of the following cities are in Indonesia: Cimahi, Bandar Lampung.",0,Indonesia,"('Bandar Lampung', 'Cimahi')",1,2
"Exactly 2 of the following cities are in Estonia: Novosibirsk, Navi Mumbai.",0,Estonia,"('Navi Mumbai', 'Novosibirsk')",2,0
"Exactly 1 of the following cities are in Syria: Bukit Rahman Putra, Pimpri-Chinchwad.",0,Syria,"('Bukit Rahman Putra', 'Pimpri-Chinchwad')",1,0
"Exactly 1 of the following cities are in Luxembourg: Kemerovo, Nasiriyah.",0,Luxembourg,"('Kemerovo', 'Nasiriyah')",1,0
"Exactly 0 of the following cities are in Mauritania: Nouakchott, Adana.",0,Mauritania,"('Adana', 'Nouakchott')",0,1
"Exactly 2 of the following cities are in Uzbekistan: Samarkand, Andijon.",1,Uzbekistan,"('Andijon', 'Samarkand')",2,2
"Exactly 2 of the following cities are in the Dominican Republic: Rui'an, Kayseri.",0,the Dominican Republic,"('Kayseri', ""Rui'an"")",2,0
"Exactly 0 of the following cities are in Germany: Hannover, Saitama.",0,Germany,"('Hannover', 'Saitama')",0,1
"Exactly 2 of the following cities are in South Korea: Incheon, Cheonan.",1,South Korea,"('Cheonan', 'Incheon')",2,2
"Exactly 1 of the following cities are in Brazil: Rio de Janeiro, Ilorin.",1,Brazil,"('Ilorin', 'Rio de Janeiro')",1,1
"Exactly 1 of the following cities are in Gabon: South Tangerang, Libreville.",1,Gabon,"('Libreville', 'South Tangerang')",1,1
"Exactly 0 of the following cities are in Sweden: Adana, Amman.",1,Sweden,"('Adana', 'Amman')",0,0
"Exactly 1 of the following cities are in Ghana: Maputo, Accra.",1,Ghana,"('Accra', 'Maputo')",1,1
"Exactly 2 of the following cities are in Monaco: Suwon, Nampula.",0,Monaco,"('Nampula', 'Suwon')",2,0
"Exactly 0 of the following cities are in the United States: Oklahoma City, Palembang.",0,the United States,"('Oklahoma City', 'Palembang')",0,1
"Exactly 1 of the following cities are in the United Kingdom: Nansana, Navi Mumbai.",0,the United Kingdom,"('Nansana', 'Navi Mumbai')",1,0
"Exactly 0 of the following cities are in the United Arab Emirates: Uberlandia, Abu Dhabi.",0,the United Arab Emirates,"('Abu Dhabi', 'Uberlandia')",0,1
"Exactly 1 of the following cities are in Germany: Makkah, Maiduguri.",0,Germany,"('Maiduguri', 'Makkah')",1,0
"Exactly 1 of the following cities are in New Zealand: Auckland, Panzhihua.",1,New Zealand,"('Auckland', 'Panzhihua')",1,1
"Exactly 1 of the following cities are in Djibouti: Coimbatore, Balbala.",1,Djibouti,"('Balbala', 'Coimbatore')",1,1
"Exactly 0 of the following cities are in Guinea: Conakry, Camayenne.",0,Guinea,"('Camayenne', 'Conakry')",0,2
"Exactly 0 of the following cities are in Papua New Guinea: Onitsha, Gazipur.",1,Papua New Guinea,"('Gazipur', 'Onitsha')",0,0
"Exactly 2 of the following cities are in Bangladesh: Pallabi, Rajshahi.",1,Bangladesh,"('Pallabi', 'Rajshahi')",2,2
"Exactly 0 of the following cities are in Latvia: Al Basrah al Qadimah, Rasapudipalem.",1,Latvia,"('Al Basrah al Qadimah', 'Rasapudipalem')",0,0
"Exactly 1 of the following cities are in Angola: Yangjiang, Duesseldorf.",0,Angola,"('Duesseldorf', 'Yangjiang')",1,0
"Exactly 0 of the following cities are in Jamaica: New Kingston, Copenhagen.",0,Jamaica,"('Copenhagen', 'New Kingston')",0,1
"Exactly 2 of the following cities are in Japan: Shizuoka, Kyoto.",1,Japan,"('Kyoto', 'Shizuoka')",2,2
"Exactly 2 of the following cities are in the Philippines: Panjin, Nuremberg.",0,the Philippines,"('Nuremberg', 'Panjin')",2,0
"Exactly 1 of the following cities are in Lebanon: Nagpur, Stockholm.",0,Lebanon,"('Nagpur', 'Stockholm')",1,0
"Exactly 2 of the following cities are in Malaysia: Kota Kuala Muda, Malacca.",1,Malaysia,"('Kota Kuala Muda', 'Malacca')",2,2
"Exactly 1 of the following cities are in Morocco: Meknes, Tangier.",0,Morocco,"('Meknes', 'Tangier')",1,2
"Exactly 2 of the following cities are in North Korea: Kanpur, Hamhung.",0,North Korea,"('Hamhung', 'Kanpur')",2,1
"Exactly 1 of the following cities are in Mozambique: Bayan Nur, Jaipur.",0,Mozambique,"('Bayan Nur', 'Jaipur')",1,0
"Exactly 0 of the following cities are in Brazil: Aparecida de Goiania, Duque de Caxias.",0,Brazil,"('Aparecida de Goiania', 'Duque de Caxias')",0,2
"Exactly 0 of the following cities are in Oman: Kota Kuala Muda, Perm.",1,Oman,"('Kota Kuala Muda', 'Perm')",0,0
"Exactly 2 of the following cities are in Moldova: Kashgar, Chisinau.",0,Moldova,"('Chisinau', 'Kashgar')",2,1
"Exactly 0 of the following cities are in Bhutan: Jiangyin, Denpasar.",1,Bhutan,"('Denpasar', 'Jiangyin')",0,0
"Exactly 1 of the following cities are in Lebanon: Ra's Bayrut, Novosibirsk.",1,Lebanon,"('Novosibirsk', ""Ra's Bayrut"")",1,1
"Exactly 0 of the following cities are in Nicaragua: Beijing, Najafgarh.",1,Nicaragua,"('Beijing', 'Najafgarh')",0,0
"Exactly 0 of the following cities are in Poland: Al Fayyum, Lodz.",0,Poland,"('Al Fayyum', 'Lodz')",0,1
"Exactly 2 of the following cities are in Cuba: Xuhui, Santiago de Cuba.",0,Cuba,"('Santiago de Cuba', 'Xuhui')",2,1
"Exactly 2 of the following cities are in Equatorial Guinea: Rasapudipalem, Niteroi.",0,Equatorial Guinea,"('Niteroi', 'Rasapudipalem')",2,0
"Exactly 0 of the following cities are in Germany: Frankfurt am Main, Kobe.",0,Germany,"('Frankfurt am Main', 'Kobe')",0,1
"Exactly 0 of the following cities are in Sudan: Omdurman, Xinyu.",0,Sudan,"('Omdurman', 'Xinyu')",0,1
"Exactly 2 of the following cities are in South Africa: Benoni, Cape Town.",1,South Africa,"('Benoni', 'Cape Town')",2,2
"Exactly 1 of the following cities are in Tanzania: Jalandhar, Mbeya.",1,Tanzania,"('Jalandhar', 'Mbeya')",1,1
"Exactly 2 of the following cities are in Switzerland: Pietermaritzburg, Lianyungang.",0,Switzerland,"('Lianyungang', 'Pietermaritzburg')",2,0
"Exactly 1 of the following cities are in Indonesia: Ulhasnagar, Varanasi.",0,Indonesia,"('Ulhasnagar', 'Varanasi')",1,0
"Exactly 2 of the following cities are in Russia: Tomsk, Nizhniy Novgorod.",1,Russia,"('Nizhniy Novgorod', 'Tomsk')",2,2
"Exactly 2 of the following cities are in Saudi Arabia: Detroit, Lusaka.",0,Saudi Arabia,"('Detroit', 'Lusaka')",2,0
"Exactly 2 of the following cities are in Saudi Arabia: Krasnoyarsk, Denpasar.",0,Saudi Arabia,"('Denpasar', 'Krasnoyarsk')",2,0
"Exactly 2 of the following cities are in Brazil: Juiz de Fora, Sorocaba.",1,Brazil,"('Juiz de Fora', 'Sorocaba')",2,2
"Exactly 1 of the following cities are in Burundi: Bujumbura, Pimpri.",1,Burundi,"('Bujumbura', 'Pimpri')",1,1
"Exactly 1 of the following cities are in the Philippines: Quezon City, Zamboanga.",0,the Philippines,"('Quezon City', 'Zamboanga')",1,2
"Exactly 1 of the following cities are in Mexico: Leon de los Aldama, Cuautitlan Izcalli.",0,Mexico,"('Cuautitlan Izcalli', 'Leon de los Aldama')",1,2
"Exactly 1 of the following cities are in Syria: Tlalpan, Ar Raqqah.",1,Syria,"('Ar Raqqah', 'Tlalpan')",1,1
"Exactly 0 of the following cities are in the Philippines: Mogadishu, Paranaque City.",0,the Philippines,"('Mogadishu', 'Paranaque City')",0,1
"Exactly 1 of the following cities are in Latvia: Riga, Uberlandia.",1,Latvia,"('Riga', 'Uberlandia')",1,1
"Exactly 0 of the following cities are in Norway: Oslo, Luohe.",0,Norway,"('Luohe', 'Oslo')",0,1
"Exactly 2 of the following cities are in Vanuatu: Huaibei, Algiers.",0,Vanuatu,"('Algiers', 'Huaibei')",2,0
"Exactly 0 of the following cities are in Romania: Bucharest, Cebu City.",0,Romania,"('Bucharest', 'Cebu City')",0,1
"Exactly 0 of the following cities are in Germany: Nuremberg, Antalya.",0,Germany,"('Antalya', 'Nuremberg')",0,1
"Exactly 2 of the following cities are in Guinea: Camayenne, Nouakchott.",0,Guinea,"('Camayenne', 'Nouakchott')",2,1
"Exactly 2 of the following cities are in the Democratic Republic of the Congo: Likasi, Lubumbashi.",1,the Democratic Republic of the Congo,"('Likasi', 'Lubumbashi')",2,2
"Exactly 1 of the following cities are in Cuba: Santiago de Cuba, Chongming.",1,Cuba,"('Chongming', 'Santiago de Cuba')",1,1
"Exactly 1 of the following cities are in Cuba: Santiago de Cuba, Changchun.",1,Cuba,"('Changchun', 'Santiago de Cuba')",1,1
"Exactly 1 of the following cities are in Mali: Thembisa, Bamako.",1,Mali,"('Bamako', 'Thembisa')",1,1
"Exactly 1 of the following cities are in Hungary: Budapest, Milwaukee.",1,Hungary,"('Budapest', 'Milwaukee')",1,1
"Exactly 2 of the following cities are in Canada: Zhengzhou, Pune.",0,Canada,"('Pune', 'Zhengzhou')",2,0
"Exactly 2 of the following cities are in Jamaica: Suizhou, Mumbai.",0,Jamaica,"('Mumbai', 'Suizhou')",2,0
"Exactly 2 of the following cities are in Ethiopia: Addis Ababa, Makhachkala.",0,Ethiopia,"('Addis Ababa', 'Makhachkala')",2,1
"Exactly 2 of the following cities are in Hungary: Abuja, Budapest.",0,Hungary,"('Abuja', 'Budapest')",2,1
"Exactly 1 of the following cities are in Mozambique: Nampula, Matola.",0,Mozambique,"('Matola', 'Nampula')",1,2
"Exactly 0 of the following cities are in Iraq: Kirkuk, Al Basrah al Qadimah.",0,Iraq,"('Al Basrah al Qadimah', 'Kirkuk')",0,2
"Exactly 2 of the following cities are in Algeria: Chiclayo, Algiers.",0,Algeria,"('Algiers', 'Chiclayo')",2,1
"Exactly 1 of the following cities are in Azerbaijan: Baku, Ar Raqqah.",1,Azerbaijan,"('Ar Raqqah', 'Baku')",1,1
"Exactly 2 of the following cities are in Benin: Goyang-si, Cotonou.",0,Benin,"('Cotonou', 'Goyang-si')",2,1
"Exactly 0 of the following cities are in Rwanda: Kigali, Calabar.",0,Rwanda,"('Calabar', 'Kigali')",0,1
"Exactly 1 of the following cities are in Suriname: Yongzhou, Situbondo.",0,Suriname,"('Situbondo', 'Yongzhou')",1,0
"Exactly 2 of the following cities are in China: Guigang, Shangluo.",1,China,"('Guigang', 'Shangluo')",2,2
"Exactly 0 of the following cities are in Greece: Kashgar, Kunming.",1,Greece,"('Kashgar', 'Kunming')",0,0
"Exactly 0 of the following cities are in the Dominican Republic: Tanggu, Santo Domingo Oeste.",0,the Dominican Republic,"('Santo Domingo Oeste', 'Tanggu')",0,1
"Exactly 0 of the following cities are in Tanzania: Chelyabinsk, Dodoma.",0,Tanzania,"('Chelyabinsk', 'Dodoma')",0,1
"Exactly 2 of the following cities are in Mongolia: Yekaterinburg, Ulan Bator.",0,Mongolia,"('Ulan Bator', 'Yekaterinburg')",2,1
"Exactly 1 of the following cities are in Sudan: Khartoum, Pontianak.",1,Sudan,"('Khartoum', 'Pontianak')",1,1
"Exactly 1 of the following cities are in Mexico: Ciudad Nezahualcoyotl, Acapulco de Juarez.",0,Mexico,"('Acapulco de Juarez', 'Ciudad Nezahualcoyotl')",1,2
"Exactly 0 of the following cities are in Algeria: Luohe, Lusaka.",1,Algeria,"('Luohe', 'Lusaka')",0,0
"Exactly 2 of the following cities are in Bahrain: Meknes, Camama.",0,Bahrain,"('Camama', 'Meknes')",2,0
"Exactly 2 of the following cities are in Honduras: Jeddah, Tegucigalpa.",0,Honduras,"('Jeddah', 'Tegucigalpa')",2,1
"Exactly 0 of the following cities are in Andorra: Bloemfontein, Curitiba.",1,Andorra,"('Bloemfontein', 'Curitiba')",0,0
"Exactly 1 of the following cities are in South Korea: Yinchuan, Makati City.",0,South Korea,"('Makati City', 'Yinchuan')",1,0
"Exactly 2 of the following cities are in Myanmar: Yangon, Nay Pyi Taw.",1,Myanmar,"('Nay Pyi Taw', 'Yangon')",2,2
"Exactly 2 of the following cities are in Sao Tome and Principe: Binh Thanh, Zibo.",0,Sao Tome and Principe,"('Binh Thanh', 'Zibo')",2,0
"Exactly 1 of the following cities are in Burkina Faso: Ouagadougou, Visakhapatnam.",1,Burkina Faso,"('Ouagadougou', 'Visakhapatnam')",1,1
"Exactly 0 of the following cities are in the Philippines: Makati City, Rizhao.",0,the Philippines,"('Makati City', 'Rizhao')",0,1
"Exactly 1 of the following cities are in Zimbabwe: Soweto, Bulawayo.",1,Zimbabwe,"('Bulawayo', 'Soweto')",1,1
"Exactly 1 of the following cities are in Mozambique: Bengaluru, Dhanbad.",0,Mozambique,"('Bengaluru', 'Dhanbad')",1,0
"Exactly 0 of the following cities are in Jordan: Yingkou, Andijon.",1,Jordan,"('Andijon', 'Yingkou')",0,0
"Exactly 0 of the following cities are in Ghana: Quetta, Jamnagar.",1,Ghana,"('Jamnagar', 'Quetta')",0,0
"Exactly 0 of the following cities are in Guatemala: Guatemala City, Teni.",0,Guatemala,"('Guatemala City', 'Teni')",0,1
"Exactly 1 of the following cities are in Burkina Faso: Huaibei, Bobo-Dioulasso.",1,Burkina Faso,"('Bobo-Dioulasso', 'Huaibei')",1,1
"Exactly 1 of the following cities are in Finland: Ribeirao Preto, Helsinki.",1,Finland,"('Helsinki', 'Ribeirao Preto')",1,1
"Exactly 1 of the following cities are in Iran: Hamadan, Tehran.",0,Iran,"('Hamadan', 'Tehran')",1,2
"Exactly 2 of the following cities are in Ukraine: Lviv, Odesa.",1,Ukraine,"('Lviv', 'Odesa')",2,2
"Exactly 0 of the following cities are in Uganda: Bishkek, Tokyo.",1,Uganda,"('Bishkek', 'Tokyo')",0,0
"Exactly 0 of the following cities are in Nigeria: Omdurman, Tiruppur.",1,Nigeria,"('Omdurman', 'Tiruppur')",0,0
"Exactly 2 of the following cities are in the Czech Republic: Foshan, Detroit.",0,the Czech Republic,"('Detroit', 'Foshan')",2,0
"Exactly 0 of the following cities are in Cambodia: Phnom Penh, Situbondo.",0,Cambodia,"('Phnom Penh', 'Situbondo')",0,1
"Exactly 2 of the following cities are in Nepal: Torreon, Nampula.",0,Nepal,"('Nampula', 'Torreon')",2,0
"Exactly 1 of the following cities are in the United Arab Emirates: Sharjah, Al Ain City.",0,the United Arab Emirates,"('Al Ain City', 'Sharjah')",1,2
"Exactly 2 of the following cities are in the United States: Chicago, Queens.",1,the United States,"('Chicago', 'Queens')",2,2
"Exactly 0 of the following cities are in Mozambique: Maputo, Matola.",0,Mozambique,"('Maputo', 'Matola')",0,2
"Exactly 2 of the following cities are in Sweden: Tianjin, Novokuznetsk.",0,Sweden,"('Novokuznetsk', 'Tianjin')",2,0
"Exactly 2 of the following cities are in Nigeria: Bishkek, Shaoguan.",0,Nigeria,"('Bishkek', 'Shaoguan')",2,0
"Exactly 1 of the following cities are in Chad: Aparecida de Goiania, Agege.",0,Chad,"('Agege', 'Aparecida de Goiania')",1,0
"Exactly 1 of the following cities are in Côte d'Ivoire: Zhu Cheng City, Xianyang.",0,Côte d'Ivoire,"('Xianyang', 'Zhu Cheng City')",1,0
"Exactly 2 of the following cities are in South Korea: Cheonan, Seoul.",1,South Korea,"('Cheonan', 'Seoul')",2,2
"Exactly 0 of the following cities are in China: Quezon City, Neijiang.",0,China,"('Neijiang', 'Quezon City')",0,1
"Exactly 2 of the following cities are in Angola: Camama, Cabinda.",1,Angola,"('Cabinda', 'Camama')",2,2
"Exactly 2 of the following cities are in the Bahamas: Beirut, Makkah.",0,the Bahamas,"('Beirut', 'Makkah')",2,0
"Exactly 0 of the following cities are in Germany: Izmir, Kanpur.",1,Germany,"('Izmir', 'Kanpur')",0,0
"Exactly 1 of the following cities are in Tanzania: Zanzibar, Khabarovsk.",1,Tanzania,"('Khabarovsk', 'Zanzibar')",1,1
"Exactly 0 of the following cities are in Russia: Saint Petersburg, Ufa.",0,Russia,"('Saint Petersburg', 'Ufa')",0,2
"Exactly 0 of the following cities are in Mexico: Sangli, Huangshi.",1,Mexico,"('Huangshi', 'Sangli')",0,0
"Exactly 0 of the following cities are in Lesotho: Tiruchirappalli, Naberezhnyye Chelny.",1,Lesotho,"('Naberezhnyye Chelny', 'Tiruchirappalli')",0,0
"Exactly 0 of the following cities are in Haiti: Nasiriyah, Bouake.",1,Haiti,"('Bouake', 'Nasiriyah')",0,0
"Exactly 1 of the following cities are in Mongolia: Ulan Bator, Ningbo.",1,Mongolia,"('Ningbo', 'Ulan Bator')",1,1
"Exactly 1 of the following cities are in Albania: Qom, Kota Kinabalu.",0,Albania,"('Kota Kinabalu', 'Qom')",1,0
"Exactly 1 of the following cities are in Syria: Aleppo, Karol Bagh.",1,Syria,"('Aleppo', 'Karol Bagh')",1,1
"Exactly 1 of the following cities are in Rwanda: Kigali, Accra.",1,Rwanda,"('Accra', 'Kigali')",1,1
"Exactly 2 of the following cities are in Germany: Duesseldorf, Dortmund.",1,Germany,"('Dortmund', 'Duesseldorf')",2,2
"Exactly 0 of the following cities are in Dominica: Tucson, Jaipur.",1,Dominica,"('Jaipur', 'Tucson')",0,0
"Exactly 1 of the following cities are in Tonga: New York City, Palembang.",0,Tonga,"('New York City', 'Palembang')",1,0
"Exactly 0 of the following cities are in Trinidad and Tobago: Albuquerque, Libreville.",1,Trinidad and Tobago,"('Albuquerque', 'Libreville')",0,0
"Exactly 2 of the following cities are in South Africa: Benoni, Pretoria.",1,South Africa,"('Benoni', 'Pretoria')",2,2
"Exactly 2 of the following cities are in Nicaragua: Quezon City, Managua.",0,Nicaragua,"('Managua', 'Quezon City')",2,1
"Exactly 1 of the following cities are in Chad: Nuremberg, Caloocan.",0,Chad,"('Caloocan', 'Nuremberg')",1,0
"Exactly 0 of the following cities are in Uzbekistan: Tashkent, Andijon.",0,Uzbekistan,"('Andijon', 'Tashkent')",0,2
"Exactly 2 of the following cities are in the Philippines: Zamboanga, Budta.",1,the Philippines,"('Budta', 'Zamboanga')",2,2
"Exactly 2 of the following cities are in Egypt: Al Mahallah al Kubra, Assiut.",1,Egypt,"('Al Mahallah al Kubra', 'Assiut')",2,2
"Exactly 1 of the following cities are in Nicaragua: Managua, Nanchang.",1,Nicaragua,"('Managua', 'Nanchang')",1,1
"Exactly 1 of the following cities are in Kenya: Kakamega, Nakuru.",0,Kenya,"('Kakamega', 'Nakuru')",1,2
"Exactly 0 of the following cities are in the Philippines: Zamboanga, Malingao.",0,the Philippines,"('Malingao', 'Zamboanga')",0,2
"Exactly 1 of the following cities are in Moldova: Chisinau, Jamshedpur.",1,Moldova,"('Chisinau', 'Jamshedpur')",1,1
"Exactly 2 of the following cities are in Egypt: Giza, Milwaukee.",0,Egypt,"('Giza', 'Milwaukee')",2,1
"Exactly 1 of the following cities are in Singapore: Heroica Matamoros, Lahore.",0,Singapore,"('Heroica Matamoros', 'Lahore')",1,0
"Exactly 2 of the following cities are in North Korea: Hamhung, Mexico City.",0,North Korea,"('Hamhung', 'Mexico City')",2,1
"Exactly 1 of the following cities are in Hungary: Budapest, Can Tho.",1,Hungary,"('Budapest', 'Can Tho')",1,1
"Exactly 0 of the following cities are in Saint Vincent and the Grenadines: Okayama, Changde.",1,Saint Vincent and the Grenadines,"('Changde', 'Okayama')",0,0
"Exactly 1 of the following cities are in Rwanda: Zhangzhou, Kigali.",1,Rwanda,"('Kigali', 'Zhangzhou')",1,1
"Exactly 1 of the following cities are in New Zealand: Rasapudipalem, Auckland.",1,New Zealand,"('Auckland', 'Rasapudipalem')",1,1
"Exactly 0 of the following cities are in Iran: Kermanshah, Sagamihara.",0,Iran,"('Kermanshah', 'Sagamihara')",0,1
"Exactly 1 of the following cities are in Japan: Zanzibar, Denpasar.",0,Japan,"('Denpasar', 'Zanzibar')",1,0
