statement,label
(17 * 32) * (1 - 4) = -1632,True
(33 * 34) - (15 + 14) = 1096,False
(2 * 16) * (2 * 5) = 315,False
(18 + 22) + (4 * 11) = 87,False
(32 - 21) + (7 - 13) = 5,True
(13 * 20) / (15 - 19) = -68,False
(10 + 22) * (3 + 17) = 639,False
(6 * 32) + (19 - 15) = 196,True
(24 - 34) * (9 * 10) = -903,False
(24 * 2) / (3 - 5) = -22,False
(15 - 38) * (1 + 19) = -465,False
(19 - 37) + (7 + 4) = -7,True
(7 * 2) + (11 * 7) = 89,False
(10 - 36) - (8 + 20) = -57,False
(13 * 7) - (19 * 9) = -80,True
(26 * 2) + (15 - 17) = 50,True
(40 - 2) - (10 + 19) = 9,True
(3 * 9) - (12 * 7) = -57,True
(6 + 29) * (13 + 9) = 770,True
(33 + 11) + (4 + 9) = 54,False
(15 - 32) - (17 + 3) = -37,True
(35 / 5) + (19 * 7) = 135,False
(35 * 24) / (7 + 3) = 81,False
(26 - 13) - (15 * 2) = -18,False
(36 - 39) - (18 - 11) = -9,False
(8 - 36) + (4 - 18) = -42,True
(1 + 39) * (20 - 1) = 763,False
(10 - 5) * (13 * 9) = 585,True
(14 - 2) * (8 * 17) = 1632,True
(2 - 30) * (1 - 7) = 168,True
(15 + 29) / (16 / 8) = 18,False
(32 - 21) + (7 - 13) = 4,False
(15 + 11) * (17 * 20) = 8836,False
(32 - 6) * (10 - 3) = 182,True
(36 + 31) * (15 - 3) = 804,True
(31 - 15) / (2 - 1) = 16,True
(35 * 24) / (7 + 3) = 84,True
(10 + 13) - (11 + 9) = 2,False
(29 * 34) + (1 - 4) = 988,False
